trial,timestamp,phase,trial_kind,evaluation_profile,profile_trial,learning_enabled,target,answer,correct,reward,p0,p1,p2,policy_entropy,stimulus_profile,signal_energy,area_factor,requested_area_factor,post_noise_energy,min_pair_distance,gain_ratio,overall,balanced_accuracy,one_vs_two_accuracy,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,probe_overall,probe_balanced_accuracy,probe_one_vs_two_accuracy,probe_recent_20,probe_recent_100,probe_recent_500,probe_successes,probe_attempts,probe_target_0_accuracy,probe_target_1_accuracy,probe_target_2_accuracy,active_synapses,mean_delta_w
982,1789306176.5644667,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,982,0,2,2,1,1.0,0.05362,0.35153,0.59485,0.83338,position_only,1.96083,1.44,1.44,2.52577,3.16228,1.03682,0.8340122199592668,0.8321995209091982,0.813915857605178,0.75,0.8,0.822,819,982,0.8681318681318682,0.9123376623376623,0.7161290322580646,0.8340122199592668,0.8321995209091982,0.813915857605178,0.75,0.8,0.822,819,982,0.8681318681318682,0.9123376623376623,0.7161290322580646,0,0.0
983,1789306176.5653706,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,983,0,2,1,0,-1.0,0.12776,0.19655,0.67569,0.84752,position_only,2.14967,1.44,1.44,2.73691,8.06226,1.10274,0.8331637843336724,0.8314319656763387,0.8126009693053312,0.7,0.8,0.822,819,983,0.8681318681318682,0.9123376623376623,0.7138263665594855,0.8331637843336724,0.8314319656763387,0.8126009693053312,0.7,0.8,0.822,819,983,0.8681318681318682,0.9123376623376623,0.7138263665594855,0,0.0
984,1789306176.566186,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,984,0,0,0,1,1.0,0.88751,0.02747,0.08502,0.41422,position_only,0.0,0.0,0.0,0.41721,,,0.8333333333333334,0.8315523931940264,0.8126009693053312,0.75,0.8,0.822,820,984,0.8684931506849315,0.9123376623376623,0.7138263665594855,0.8333333333333334,0.8315523931940264,0.8126009693053312,0.75,0.8,0.822,820,984,0.8684931506849315,0.9123376623376623,0.7138263665594855,0,0.0
985,1789306176.8201632,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,985,0,2,2,1,1.0,0.07885,0.12778,0.79337,0.64683,position_only,2.14807,1.44,1.44,2.60913,7.2111,1.02383,0.833502538071066,0.8318581342553945,0.8129032258064516,0.8,0.8,0.822,821,985,0.8684931506849315,0.9123376623376623,0.7147435897435898,0.833502538071066,0.8318581342553945,0.8129032258064516,0.8,0.8,0.822,821,985,0.8684931506849315,0.9123376623376623,0.7147435897435898,0,0.0
986,1789306176.822308,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,986,0,1,1,1,1.0,0.00291,0.91349,0.08361,0.30711,position_only,1.86151,1.44,1.44,2.3268,,,0.8336713995943205,0.8319526998839407,0.8132045088566827,0.85,0.8,0.822,822,986,0.8684931506849315,0.912621359223301,0.7147435897435898,0.8336713995943205,0.8319526998839407,0.8132045088566827,0.85,0.8,0.822,822,986,0.8684931506849315,0.912621359223301,0.7147435897435898,0,0.0
987,1789306176.8237298,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,987,0,2,2,1,1.0,0.05296,0.16982,0.77721,0.65261,position_only,2.08038,1.44,1.44,2.72874,6.7082,1.04299,0.8338399189463019,0.8322564873283033,0.8135048231511254,0.85,0.8,0.822,823,987,0.8684931506849315,0.912621359223301,0.7156549520766773,0.8338399189463019,0.8322564873283033,0.8135048231511254,0.85,0.8,0.822,823,987,0.8684931506849315,0.912621359223301,0.7156549520766773,0,0.0
988,1789306176.8247445,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,988,0,2,2,1,1.0,0.05578,0.28932,0.65491,0.79701,position_only,1.87972,1.44,1.44,2.32428,4.12311,1.10489,0.8340080971659919,0.8325583398207909,0.8138041733547352,0.85,0.8,0.822,824,988,0.8684931506849315,0.912621359223301,0.7165605095541401,0.8340080971659919,0.8325583398207909,0.8138041733547352,0.85,0.8,0.822,824,988,0.8684931506849315,0.912621359223301,0.7165605095541401,0,0.0
989,1789306176.8256297,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,989,0,0,0,1,1.0,0.85806,0.02726,0.11468,0.47791,position_only,0.0,0.0,0.0,0.61023,,,0.8341759352881699,0.8326781092646115,0.8138041733547352,0.85,0.8,0.822,825,989,0.8688524590163934,0.912621359223301,0.7165605095541401,0.8341759352881699,0.8326781092646115,0.8138041733547352,0.85,0.8,0.822,825,989,0.8688524590163934,0.912621359223301,0.7165605095541401,0,0.0
990,1789306176.8264916,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,990,0,1,1,1,1.0,0.00721,0.84811,0.14468,0.455,position_only,1.94346,1.44,1.44,2.49624,,,0.8343434343434344,0.8327720647923283,0.8141025641025641,0.85,0.81,0.822,826,990,0.8688524590163934,0.9129032258064517,0.7165605095541401,0.8343434343434344,0.8327720647923283,0.8141025641025641,0.85,0.81,0.822,826,990,0.8688524590163934,0.9129032258064517,0.7165605095541401,0,0.0
991,1789306176.8274226,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,991,0,1,1,1,1.0,0.01579,0.85228,0.13193,0.46896,position_only,1.85047,1.44,1.44,2.3063,,,0.834510595358224,0.832865416104433,0.8144,0.85,0.81,0.822,827,991,0.8688524590163934,0.9131832797427653,0.7165605095541401,0.834510595358224,0.832865416104433,0.8144,0.85,0.81,0.822,827,991,0.8688524590163934,0.9131832797427653,0.7165605095541401,0,0.0
992,1789306176.8283293,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,992,0,2,2,1,1.0,0.11525,0.17228,0.71247,0.79353,position_only,1.89077,1.44,1.44,2.38514,7.28011,1.00302,0.8346774193548387,0.8331653520731587,0.8146964856230032,0.9,0.81,0.822,828,992,0.8688524590163934,0.9131832797427653,0.7174603174603175,0.8346774193548387,0.8331653520731587,0.8146964856230032,0.9,0.81,0.822,828,992,0.8688524590163934,0.9131832797427653,0.7174603174603175,0,0.0
993,1789306176.8294024,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,993,0,2,2,1,1.0,0.0634,0.15324,0.78335,0.6536,position_only,1.86473,1.44,1.44,2.27259,4.47214,1.18946,0.8348439073514602,0.8334633897129685,0.8149920255183413,0.9,0.81,0.822,829,993,0.8688524590163934,0.9131832797427653,0.7183544303797469,0.8348439073514602,0.8334633897129685,0.8149920255183413,0.9,0.81,0.822,829,993,0.8688524590163934,0.9131832797427653,0.7183544303797469,0,0.0
994,1789306176.8303437,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,994,0,1,1,1,1.0,0.00067,0.88217,0.11715,0.36673,position_only,2.07706,1.44,1.44,2.5978,,,0.8350100603621731,0.8335561426192263,0.8152866242038217,0.9,0.81,0.822,830,994,0.8688524590163934,0.9134615384615384,0.7183544303797469,0.8350100603621731,0.8335561426192263,0.8152866242038217,0.9,0.81,0.822,830,994,0.8688524590163934,0.9134615384615384,0.7183544303797469,0,0.0
995,1789306176.8311927,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,995,0,1,1,1,1.0,0.00164,0.96001,0.03835,0.17475,position_only,2.09332,1.44,1.44,2.52919,,,0.8351758793969849,0.8336483028551566,0.8155802861685215,0.9,0.81,0.824,831,995,0.8688524590163934,0.9137380191693291,0.7183544303797469,0.8351758793969849,0.8336483028551566,0.8155802861685215,0.9,0.81,0.824,831,995,0.8688524590163934,0.9137380191693291,0.7183544303797469,0,0.0
996,1789306176.832,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,996,0,0,0,1,1.0,0.86183,0.02818,0.10999,0.47152,position_only,0.0,0.0,0.0,0.64171,,,0.8353413654618473,0.8337674196044604,0.8155802861685215,0.9,0.81,0.824,832,996,0.8692098092643051,0.9137380191693291,0.7183544303797469,0.8353413654618473,0.8337674196044604,0.8155802861685215,0.9,0.81,0.824,832,996,0.8692098092643051,0.9137380191693291,0.7183544303797469,0,0.0
997,1789306177.0852642,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,997,0,0,0,1,1.0,0.89208,0.0251,0.08282,0.40068,position_only,0.0,0.0,0.0,0.53236,,,0.835506519558676,0.8338858889801267,0.8155802861685215,0.9,0.81,0.824,833,997,0.8695652173913043,0.9137380191693291,0.7183544303797469,0.835506519558676,0.8338858889801267,0.8155802861685215,0.9,0.81,0.824,833,997,0.8695652173913043,0.9137380191693291,0.7183544303797469,0,0.0
998,1789306177.086422,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,998,0,1,1,1,1.0,0.00108,0.92959,0.06933,0.26025,position_only,2.06717,1.44,1.44,2.6391,,,0.8356713426853707,0.8339774622081849,0.8158730158730159,0.9,0.81,0.824,834,998,0.8695652173913043,0.9140127388535032,0.7183544303797469,0.8356713426853707,0.8339774622081849,0.8158730158730159,0.9,0.81,0.824,834,998,0.8695652173913043,0.9140127388535032,0.7183544303797469,0,0.0
999,1789306177.0874326,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,999,0,2,2,1,1.0,0.13991,0.15975,0.70034,0.81763,position_only,1.969,1.44,1.44,2.51029,9.21954,1.06903,0.8358358358358359,0.8342736194843364,0.8161648177496038,0.95,0.81,0.824,835,999,0.8695652173913043,0.9140127388535032,0.7192429022082019,0.8358358358358359,0.8342736194843364,0.8161648177496038,0.95,0.81,0.824,835,999,0.8695652173913043,0.9140127388535032,0.7192429022082019,0,0.0
1000,1789306177.0883424,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1000,0,0,0,1,1.0,0.85379,0.02779,0.11842,0.48717,position_only,0.0,0.0,0.0,0.69806,,,0.836,0.8343914467495656,0.8161648177496038,0.95,0.82,0.824,836,1000,0.8699186991869918,0.9140127388535032,0.7192429022082019,0.836,0.8343914467495656,0.8161648177496038,0.95,0.82,0.824,836,1000,0.8699186991869918,0.9140127388535032,0.7192429022082019,0,0.0
1001,1789306177.0896385,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1001,0,0,1,0,-1.0,0.87195,0.02604,0.10201,0.44732,position_only,0.0,0.0,0.0,0.64115,,,0.8351648351648352,0.8336077362097575,0.8161648177496038,0.9,0.81,0.822,836,1001,0.8675675675675676,0.9140127388535032,0.7192429022082019,0.8351648351648352,0.8336077362097575,0.8161648177496038,0.9,0.81,0.822,836,1001,0.8675675675675676,0.9140127388535032,0.7192429022082019,0,0.0
1002,1789306177.0905232,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1002,0,0,0,1,1.0,0.87824,0.02644,0.09531,0.43412,position_only,0.0,0.0,0.0,0.49011,,,0.8353293413173652,0.8337267231211972,0.8161648177496038,0.9,0.81,0.822,837,1002,0.8679245283018868,0.9140127388535032,0.7192429022082019,0.8353293413173652,0.8337267231211972,0.8161648177496038,0.9,0.81,0.822,837,1002,0.8679245283018868,0.9140127388535032,0.7192429022082019,0,0.0
1003,1789306177.0913563,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1003,0,1,1,1,1.0,0.0058,0.88777,0.10642,0.37399,position_only,2.14169,1.44,1.44,2.6747,,,0.8354935194416749,0.8338177149319344,0.8164556962025317,0.95,0.81,0.822,838,1003,0.8679245283018868,0.9142857142857143,0.7192429022082019,0.8354935194416749,0.8338177149319344,0.8164556962025317,0.95,0.81,0.822,838,1003,0.8679245283018868,0.9142857142857143,0.7192429022082019,0,0.0
1004,1789306177.0922253,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1004,0,2,2,1,1.0,0.07634,0.111,0.81266,0.60898,position_only,1.86212,1.44,1.44,2.37025,6.7082,1.03498,0.8356573705179283,0.8341120095837077,0.8167456556082149,0.95,0.81,0.822,839,1004,0.8679245283018868,0.9142857142857143,0.720125786163522,0.8356573705179283,0.8341120095837077,0.8167456556082149,0.95,0.81,0.822,839,1004,0.8679245283018868,0.9142857142857143,0.720125786163522,0,0.0
1005,1789306177.0931654,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1005,0,2,2,1,1.0,0.02434,0.11497,0.86069,0.46824,position_only,2.07828,1.44,1.44,2.67211,4.47214,1.13584,0.835820895522388,0.8344044591279465,0.8170347003154574,0.95,0.81,0.822,840,1005,0.8679245283018868,0.9142857142857143,0.7210031347962382,0.835820895522388,0.8344044591279465,0.8170347003154574,0.95,0.81,0.822,840,1005,0.8679245283018868,0.9142857142857143,0.7210031347962382,0,0.0
1006,1789306177.094065,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1006,0,1,1,1,1.0,0.0007,0.93976,0.05953,0.23145,position_only,2.14609,1.44,1.44,2.59987,,,0.8359840954274353,0.834494875041147,0.8173228346456692,0.95,0.81,0.822,841,1006,0.8679245283018868,0.9145569620253164,0.7210031347962382,0.8359840954274353,0.834494875041147,0.8173228346456692,0.95,0.81,0.822,841,1006,0.8679245283018868,0.9145569620253164,0.7210031347962382,0,0.0
1007,1789306177.0949366,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1007,0,0,0,1,1.0,0.88026,0.02611,0.09363,0.42921,position_only,0.0,0.0,0.0,0.58842,,,0.8361469712015889,0.8346132222380093,0.8173228346456692,0.95,0.81,0.822,842,1007,0.8682795698924731,0.9145569620253164,0.7210031347962382,0.8361469712015889,0.8346132222380093,0.8173228346456692,0.95,0.81,0.822,842,1007,0.8682795698924731,0.9145569620253164,0.7210031347962382,0,0.0
1008,1789306177.0957875,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1008,0,2,2,1,1.0,0.06192,0.29862,0.63946,0.81908,position_only,1.92295,1.44,1.44,2.40606,3.60555,1.00952,0.8363095238095238,0.8349038439725965,0.8176100628930818,0.95,0.82,0.822,843,1008,0.8682795698924731,0.9145569620253164,0.721875,0.8363095238095238,0.8349038439725965,0.8176100628930818,0.95,0.82,0.822,843,1008,0.8682795698924731,0.9145569620253164,0.721875,0,0.0
1009,1789306177.3519492,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1009,0,0,1,0,-1.0,0.87115,0.02643,0.10242,0.44959,position_only,0.0,0.0,0.0,0.60324,,,0.8354806739345887,0.8341279015508875,0.8176100628930818,0.9,0.82,0.82,843,1009,0.8659517426273459,0.9145569620253164,0.721875,0.8354806739345887,0.8341279015508875,0.8176100628930818,0.9,0.82,0.82,843,1009,0.8659517426273459,0.9145569620253164,0.721875,0,0.0
1010,1789306177.353383,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1010,0,0,0,1,1.0,0.88735,0.02632,0.08633,0.41325,position_only,0.0,0.0,0.0,0.50177,,,0.8356435643564356,0.8342473741510413,0.8176100628930818,0.9,0.82,0.822,844,1010,0.8663101604278075,0.9145569620253164,0.721875,0.8356435643564356,0.8342473741510413,0.8176100628930818,0.9,0.82,0.822,844,1010,0.8663101604278075,0.9145569620253164,0.721875,0,0.0
1011,1789306177.3541963,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1011,0,0,0,1,1.0,0.86197,0.02398,0.11405,0.46511,position_only,0.0,0.0,0.0,0.66757,,,0.8358061325420376,0.8343662095639944,0.8176100628930818,0.9,0.82,0.824,845,1011,0.8666666666666667,0.9145569620253164,0.721875,0.8358061325420376,0.8343662095639944,0.8176100628930818,0.9,0.82,0.824,845,1011,0.8666666666666667,0.9145569620253164,0.721875,0,0.0
1012,1789306177.3550124,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1012,0,0,0,1,1.0,0.88755,0.02638,0.08607,0.41287,position_only,0.0,0.0,0.0,0.55703,,,0.8359683794466403,0.834484412873687,0.8176100628930818,0.9,0.82,0.824,846,1012,0.8670212765957447,0.9145569620253164,0.721875,0.8359683794466403,0.834484412873687,0.8176100628930818,0.9,0.82,0.824,846,1012,0.8670212765957447,0.9145569620253164,0.721875,0,0.0
1013,1789306177.3558917,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1013,0,2,2,1,1.0,0.05721,0.07497,0.86782,0.48093,position_only,1.97309,1.44,1.44,2.52723,6.0,1.08544,0.8361303060217177,0.8347732238809561,0.8178963893249608,0.9,0.82,0.824,847,1013,0.8670212765957447,0.9145569620253164,0.7227414330218068,0.8361303060217177,0.8347732238809561,0.8178963893249608,0.9,0.82,0.824,847,1013,0.8670212765957447,0.9145569620253164,0.7227414330218068,0,0.0
1014,1789306177.356882,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1014,0,0,0,1,1.0,0.88968,0.02807,0.08224,0.40975,position_only,0.0,0.0,0.0,0.53795,,,0.8362919132149902,0.8348908001173877,0.8178963893249608,0.9,0.82,0.824,848,1014,0.8673740053050398,0.9145569620253164,0.7227414330218068,0.8362919132149902,0.8348908001173877,0.8178963893249608,0.9,0.82,0.824,848,1014,0.8673740053050398,0.9145569620253164,0.7227414330218068,0,0.0
1015,1789306177.3580275,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1015,0,0,0,1,1.0,0.8651,0.02669,0.10821,0.46269,position_only,0.0,0.0,0.0,0.6696,,,0.8364532019704434,0.8350077542573303,0.8178963893249608,0.9,0.82,0.824,849,1015,0.8677248677248677,0.9145569620253164,0.7227414330218068,0.8364532019704434,0.8350077542573303,0.8178963893249608,0.9,0.82,0.824,849,1015,0.8677248677248677,0.9145569620253164,0.7227414330218068,0,0.0
1016,1789306177.3588493,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1016,0,1,2,0,-1.0,0.01997,0.73574,0.2443,0.64823,position_only,1.87787,1.44,1.44,2.32927,,,0.8356299212598425,0.8340460750122984,0.8166144200626959,0.85,0.81,0.822,849,1016,0.8677248677248677,0.9116719242902208,0.7227414330218068,0.8356299212598425,0.8340460750122984,0.8166144200626959,0.85,0.81,0.822,849,1016,0.8677248677248677,0.9116719242902208,0.7227414330218068,0,0.0
1017,1789306177.359672,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1017,0,1,1,1,1.0,0.00455,0.95695,0.0385,0.19206,position_only,2.1107,1.44,1.44,2.65247,,,0.8357915437561455,0.8341386620937552,0.8169014084507042,0.85,0.81,0.822,850,1017,0.8677248677248677,0.9119496855345912,0.7227414330218068,0.8357915437561455,0.8341386620937552,0.8169014084507042,0.85,0.81,0.822,850,1017,0.8677248677248677,0.9119496855345912,0.7227414330218068,0,0.0
1018,1789306177.360448,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1018,0,0,0,1,1.0,0.89051,0.0278,0.08168,0.40748,position_only,0.0,0.0,0.0,0.49722,,,0.8359528487229863,0.8342549990614554,0.8169014084507042,0.85,0.81,0.822,851,1018,0.8680738786279684,0.9119496855345912,0.7227414330218068,0.8359528487229863,0.8342549990614554,0.8169014084507042,0.85,0.81,0.822,851,1018,0.8680738786279684,0.9119496855345912,0.7227414330218068,0,0.0
1019,1789306177.3612435,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1019,0,1,1,1,1.0,0.01144,0.85879,0.12977,0.44687,position_only,2.10219,1.44,1.44,2.47753,,,0.8361138370951914,0.834347005659643,0.8171875,0.85,0.81,0.822,852,1019,0.8680738786279684,0.9122257053291536,0.7227414330218068,0.8361138370951914,0.834347005659643,0.8171875,0.85,0.81,0.822,852,1019,0.8680738786279684,0.9122257053291536,0.7227414330218068,0,0.0
1020,1789306177.3621063,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1020,0,2,2,1,1.0,0.24135,0.40698,0.35167,1.07647,position_only,1.95269,1.44,1.44,2.50857,9.43398,1.1767,0.8362745098039216,0.8346340228097239,0.8174726989079563,0.85,0.81,0.822,853,1020,0.8680738786279684,0.9122257053291536,0.7236024844720497,0.8362745098039216,0.8346340228097239,0.8174726989079563,0.85,0.81,0.822,853,1020,0.8680738786279684,0.9122257053291536,0.7236024844720497,0,0.0
1021,1789306177.616129,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1021,0,0,2,0,-1.0,0.88868,0.02421,0.08711,0.40755,position_only,0.0,0.0,0.0,0.53084,,,0.8354554358472086,0.8338725544951379,0.8174726989079563,0.85,0.8,0.82,853,1021,0.8657894736842106,0.9122257053291536,0.7236024844720497,0.8354554358472086,0.8338725544951379,0.8174726989079563,0.85,0.8,0.82,853,1021,0.8657894736842106,0.9122257053291536,0.7236024844720497,0,0.0
1022,1789306177.6174028,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1022,0,2,2,1,1.0,0.04737,0.12414,0.82849,0.55935,position_only,1.98182,1.44,1.44,2.47856,5.83095,1.03955,0.8356164383561644,0.8341577944492432,0.8177570093457944,0.85,0.81,0.822,854,1022,0.8657894736842106,0.9122257053291536,0.7244582043343654,0.8356164383561644,0.8341577944492432,0.8177570093457944,0.85,0.81,0.822,854,1022,0.8657894736842106,0.9122257053291536,0.7244582043343654,0,0.0
1023,1789306177.618441,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1023,0,0,0,1,1.0,0.87438,0.02478,0.10084,0.44035,position_only,0.0,0.0,0.0,0.5805,,,0.8357771260997068,0.8342752139823278,0.8177570093457944,0.85,0.82,0.822,855,1023,0.8661417322834646,0.9122257053291536,0.7244582043343654,0.8357771260997068,0.8342752139823278,0.8177570093457944,0.85,0.82,0.822,855,1023,0.8661417322834646,0.9122257053291536,0.7244582043343654,0,0.0
1024,1789306177.6194177,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1024,0,2,2,1,1.0,0.06062,0.04365,0.89573,0.40526,position_only,1.85746,1.44,1.44,2.33126,5.38516,1.09599,0.8359375,0.8345586931959756,0.8180404354587869,0.85,0.83,0.822,856,1024,0.8661417322834646,0.9122257053291536,0.7253086419753086,0.8359375,0.8345586931959756,0.8180404354587869,0.85,0.83,0.822,856,1024,0.8661417322834646,0.9122257053291536,0.7253086419753086,0,0.0
1025,1789306177.6205735,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1025,0,2,2,1,1.0,0.12009,0.20098,0.67893,0.83993,position_only,1.93753,1.44,1.44,2.39301,7.81025,1.12575,0.8360975609756097,0.8348404279221547,0.8183229813664596,0.85,0.83,0.822,857,1025,0.8661417322834646,0.9122257053291536,0.7261538461538461,0.8360975609756097,0.8348404279221547,0.8183229813664596,0.85,0.83,0.822,857,1025,0.8661417322834646,0.9122257053291536,0.7261538461538461,0,0.0
1026,1789306177.6220777,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1026,0,2,2,1,1.0,0.02575,0.0729,0.90136,0.37873,position_only,2.11138,1.44,1.44,2.53962,5.0,1.0199,0.8362573099415205,0.835120434214431,0.8186046511627907,0.85,0.83,0.822,858,1026,0.8661417322834646,0.9122257053291536,0.7269938650306749,0.8362573099415205,0.835120434214431,0.8186046511627907,0.85,0.83,0.822,858,1026,0.8661417322834646,0.9122257053291536,0.7269938650306749,0,0.0
1027,1789306177.6229982,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1027,0,1,1,1,1.0,0.0089,0.8188,0.1723,0.50872,position_only,2.06089,1.44,1.44,2.55213,,,0.8364167478091529,0.8352118657713797,0.8188854489164087,0.85,0.83,0.822,859,1027,0.8661417322834646,0.9125,0.7269938650306749,0.8364167478091529,0.8352118657713797,0.8188854489164087,0.85,0.83,0.822,859,1027,0.8661417322834646,0.9125,0.7269938650306749,0,0.0
1028,1789306177.6238654,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1028,0,0,0,1,1.0,0.85785,0.03387,0.10827,0.48689,position_only,0.0,0.0,0.0,0.62169,,,0.8365758754863813,0.8353286705425113,0.8188854489164087,0.85,0.83,0.822,860,1028,0.8664921465968587,0.9125,0.7269938650306749,0.8365758754863813,0.8353286705425113,0.8188854489164087,0.85,0.83,0.822,860,1028,0.8664921465968587,0.9125,0.7269938650306749,0,0.0
1029,1789306177.624805,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1029,0,1,1,1,1.0,0.00228,0.88016,0.11756,0.37789,position_only,2.09648,1.44,1.44,2.58418,,,0.8367346938775511,0.8354195324324385,0.8191653786707882,0.9,0.84,0.822,861,1029,0.8664921465968587,0.9127725856697819,0.7269938650306749,0.8367346938775511,0.8354195324324385,0.8191653786707882,0.9,0.84,0.822,861,1029,0.8664921465968587,0.9127725856697819,0.7269938650306749,0,0.0
1030,1789306177.6256783,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1030,0,1,1,1,1.0,0.00101,0.95983,0.03916,0.17322,position_only,1.99972,1.44,1.44,2.48664,,,0.8368932038834952,0.8355098299628011,0.8194444444444444,0.9,0.84,0.822,862,1030,0.8664921465968587,0.9130434782608695,0.7269938650306749,0.8368932038834952,0.8355098299628011,0.8194444444444444,0.9,0.84,0.822,862,1030,0.8664921465968587,0.9130434782608695,0.7269938650306749,0,0.0
1031,1789306177.62649,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1031,0,0,0,1,1.0,0.88347,0.02446,0.09207,0.41984,position_only,0.0,0.0,0.0,0.62305,,,0.8370514064015518,0.8356260247873468,0.8194444444444444,0.9,0.85,0.822,863,1031,0.8668407310704961,0.9130434782608695,0.7269938650306749,0.8370514064015518,0.8356260247873468,0.8194444444444444,0.9,0.85,0.822,863,1031,0.8668407310704961,0.9130434782608695,0.7269938650306749,0,0.0
1032,1789306177.6273055,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1032,0,1,2,0,-1.0,0.00512,0.88671,0.10816,0.37419,position_only,2.00912,1.44,1.44,2.60975,,,0.8362403100775194,0.8346837714558083,0.8181818181818182,0.85,0.84,0.82,863,1032,0.8668407310704961,0.9102167182662538,0.7269938650306749,0.8362403100775194,0.8346837714558083,0.8181818181818182,0.85,0.84,0.82,863,1032,0.8668407310704961,0.9102167182662538,0.7269938650306749,0,0.0
1033,1789306177.8833733,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1033,0,1,1,1,1.0,0.00933,0.89016,0.10051,0.37813,position_only,2.08938,1.44,1.44,2.6157,,,0.8363988383349468,0.8347761410872216,0.8184615384615385,0.85,0.84,0.822,864,1033,0.8668407310704961,0.9104938271604939,0.7269938650306749,0.8363988383349468,0.8347761410872216,0.8184615384615385,0.85,0.84,0.822,864,1033,0.8668407310704961,0.9104938271604939,0.7269938650306749,0,0.0
1034,1789306177.8848298,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1034,0,2,2,1,1.0,0.04576,0.07114,0.88311,0.43894,position_only,1.94954,1.44,1.44,2.42649,4.47214,1.03795,0.8365570599613152,0.8350544348027866,0.8187403993855606,0.85,0.85,0.824,865,1034,0.8668407310704961,0.9104938271604939,0.72782874617737,0.8365570599613152,0.8350544348027866,0.8187403993855606,0.85,0.85,0.824,865,1034,0.8668407310704961,0.9104938271604939,0.72782874617737,0,0.0
1035,1789306177.8863559,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1035,0,1,1,1,1.0,0.00086,0.95765,0.0415,0.17955,position_only,2.13681,1.44,1.44,2.57973,,,0.8367149758454107,0.8351462360056989,0.8190184049079755,0.85,0.85,0.824,866,1035,0.8668407310704961,0.9107692307692308,0.72782874617737,0.8367149758454107,0.8351462360056989,0.8190184049079755,0.85,0.85,0.824,866,1035,0.8668407310704961,0.9107692307692308,0.72782874617737,0,0.0
