trial,timestamp,phase,trial_kind,evaluation_profile,profile_trial,learning_enabled,target,answer,correct,reward,p0,p1,p2,policy_entropy,stimulus_profile,signal_energy,area_factor,requested_area_factor,post_noise_energy,min_pair_distance,gain_ratio,overall,balanced_accuracy,one_vs_two_accuracy,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,probe_overall,probe_balanced_accuracy,probe_one_vs_two_accuracy,probe_recent_20,probe_recent_100,probe_recent_500,probe_successes,probe_attempts,probe_target_0_accuracy,probe_target_1_accuracy,probe_target_2_accuracy,active_synapses,mean_delta_w
1036,1789306177.8873796,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1036,0,2,2,1,1.0,0.03495,0.1979,0.76715,0.64117,position_only,2.09592,1.44,1.44,2.63914,5.83095,1.11462,0.8368725868725869,0.8354228328083643,0.8192955589586524,0.9,0.85,0.824,867,1036,0.8668407310704961,0.9107692307692308,0.7286585365853658,0.8368725868725869,0.8354228328083643,0.8192955589586524,0.9,0.85,0.824,867,1036,0.8668407310704961,0.9107692307692308,0.7286585365853658,0,0.0
1037,1789306177.8883824,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1037,0,1,1,1,1.0,0.00255,0.88061,0.11684,0.37804,position_only,1.91103,1.44,1.44,2.37998,,,0.837029893924783,0.8355140708137127,0.8195718654434251,0.9,0.85,0.824,868,1037,0.8668407310704961,0.911042944785276,0.7286585365853658,0.837029893924783,0.8355140708137127,0.8195718654434251,0.9,0.85,0.824,868,1037,0.8668407310704961,0.911042944785276,0.7286585365853658,0,0.0
1038,1789306177.8892837,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1038,0,2,2,1,1.0,0.05091,0.09832,0.85077,0.51715,position_only,1.97553,1.44,1.44,2.47361,5.09902,1.03342,0.8371868978805395,0.835788986176848,0.8198473282442749,0.9,0.85,0.824,869,1038,0.8668407310704961,0.911042944785276,0.729483282674772,0.8371868978805395,0.835788986176848,0.8198473282442749,0.9,0.85,0.824,869,1038,0.8668407310704961,0.911042944785276,0.729483282674772,0,0.0
1039,1789306177.8901236,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1039,0,0,0,1,1.0,0.84988,0.03455,0.11557,0.50389,position_only,0.0,0.0,0.0,0.70011,,,0.8373435996150145,0.835904575820016,0.8198473282442749,0.9,0.86,0.824,870,1039,0.8671875,0.911042944785276,0.729483282674772,0.8373435996150145,0.835904575820016,0.8198473282442749,0.9,0.86,0.824,870,1039,0.8671875,0.911042944785276,0.729483282674772,0,0.0
1040,1789306177.891037,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1040,0,0,0,1,1.0,0.87298,0.02552,0.1015,0.44441,position_only,0.0,0.0,0.0,0.61067,,,0.8375,0.8360195649975052,0.8198473282442749,0.9,0.86,0.826,871,1040,0.8675324675324675,0.911042944785276,0.729483282674772,0.8375,0.8360195649975052,0.8198473282442749,0.9,0.86,0.826,871,1040,0.8675324675324675,0.911042944785276,0.729483282674772,0,0.0
1041,1789306177.8920376,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1041,0,0,0,1,1.0,0.88239,0.02335,0.09426,0.42075,position_only,0.0,0.0,0.0,0.64183,,,0.8376560999039385,0.8361339583761472,0.8198473282442749,0.95,0.87,0.828,872,1041,0.8678756476683938,0.911042944785276,0.729483282674772,0.8376560999039385,0.8361339583761472,0.8198473282442749,0.95,0.87,0.828,872,1041,0.8678756476683938,0.911042944785276,0.729483282674772,0,0.0
1042,1789306177.8928187,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1042,0,0,0,1,1.0,0.88792,0.02589,0.08619,0.41143,position_only,0.0,0.0,0.0,0.56928,,,0.8378119001919386,0.8362477605745381,0.8198473282442749,0.95,0.87,0.828,873,1042,0.8682170542635659,0.911042944785276,0.729483282674772,0.8378119001919386,0.8362477605745381,0.8198473282442749,0.95,0.87,0.828,873,1042,0.8682170542635659,0.911042944785276,0.729483282674772,0,0.0
1043,1789306177.8936646,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1043,0,2,2,1,1.0,0.03673,0.18107,0.7822,0.62294,position_only,1.92992,1.44,1.44,2.35186,5.38516,1.09304,0.837967401725791,0.8365210097839574,0.8201219512195121,0.95,0.87,0.828,874,1043,0.8682170542635659,0.911042944785276,0.7303030303030303,0.837967401725791,0.8365210097839574,0.8201219512195121,0.95,0.87,0.828,874,1043,0.8682170542635659,0.911042944785276,0.7303030303030303,0,0.0
1044,1789306177.8945603,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1044,0,2,2,1,1.0,0.04863,0.10182,0.84955,0.51817,position_only,1.97543,1.44,1.44,2.53633,6.7082,1.06333,0.8381226053639846,0.8367926079407519,0.8203957382039574,0.95,0.88,0.828,875,1044,0.8682170542635659,0.911042944785276,0.7311178247734139,0.8381226053639846,0.8367926079407519,0.8203957382039574,0.95,0.88,0.828,875,1044,0.8682170542635659,0.911042944785276,0.7311178247734139,0,0.0
1045,1789306178.1503954,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1045,0,0,0,1,1.0,0.85304,0.03113,0.11583,0.49327,position_only,0.0,0.0,0.0,0.58207,,,0.8382775119617225,0.8369058235298725,0.8203957382039574,0.95,0.88,0.828,876,1045,0.8685567010309279,0.911042944785276,0.7311178247734139,0.8382775119617225,0.8369058235298725,0.8203957382039574,0.95,0.88,0.828,876,1045,0.8685567010309279,0.911042944785276,0.7311178247734139,0,0.0
1046,1789306178.1515753,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1046,0,1,1,1,1.0,0.00964,0.82699,0.16337,0.49784,position_only,2.02381,1.44,1.44,2.34961,,,0.8384321223709369,0.8369965035046073,0.8206686930091185,0.95,0.88,0.83,877,1046,0.8685567010309279,0.9113149847094801,0.7311178247734139,0.8384321223709369,0.8369965035046073,0.8206686930091185,0.95,0.88,0.83,877,1046,0.8685567010309279,0.9113149847094801,0.7311178247734139,0,0.0
1047,1789306178.1529326,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1047,0,0,0,1,1.0,0.87369,0.0273,0.09902,0.44524,position_only,0.0,0.0,0.0,0.59611,,,0.8385864374403056,0.8371091370084368,0.8206686930091185,0.95,0.88,0.83,878,1047,0.8688946015424165,0.9113149847094801,0.7311178247734139,0.8385864374403056,0.8371091370084368,0.8206686930091185,0.95,0.88,0.83,878,1047,0.8688946015424165,0.9113149847094801,0.7311178247734139,0,0.0
1048,1789306178.1538477,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1048,0,0,0,1,1.0,0.88984,0.02666,0.08349,0.40781,position_only,0.0,0.0,0.0,0.5026,,,0.8387404580152672,0.8372211929045544,0.8206686930091185,0.95,0.88,0.83,879,1048,0.8692307692307693,0.9113149847094801,0.7311178247734139,0.8387404580152672,0.8372211929045544,0.8206686930091185,0.95,0.88,0.83,879,1048,0.8692307692307693,0.9113149847094801,0.7311178247734139,0,0.0
1049,1789306178.1547213,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1049,0,2,2,1,1.0,0.03304,0.36019,0.60677,0.7836,position_only,1.94205,1.44,1.44,2.56413,3.60555,1.0529,0.8388941849380362,0.8374911549278744,0.8209408194233687,0.95,0.88,0.832,880,1049,0.8692307692307693,0.9113149847094801,0.7319277108433735,0.8388941849380362,0.8374911549278744,0.8209408194233687,0.95,0.88,0.832,880,1049,0.8692307692307693,0.9113149847094801,0.7319277108433735,0,0.0
1050,1789306178.1555462,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1050,0,0,0,1,1.0,0.89178,0.02698,0.08124,0.40355,position_only,0.0,0.0,0.0,0.43914,,,0.839047619047619,0.8376026376480527,0.8209408194233687,0.95,0.88,0.832,881,1050,0.8695652173913043,0.9113149847094801,0.7319277108433735,0.839047619047619,0.8376026376480527,0.8209408194233687,0.95,0.88,0.832,881,1050,0.8695652173913043,0.9113149847094801,0.7319277108433735,0,0.0
1051,1789306178.1567905,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1051,0,1,1,1,1.0,0.0023,0.93442,0.06328,0.25203,position_only,1.91041,1.44,1.44,2.4464,,,0.8392007611798288,0.8376927646961122,0.8212121212121212,0.95,0.88,0.832,882,1051,0.8695652173913043,0.9115853658536586,0.7319277108433735,0.8392007611798288,0.8376927646961122,0.8212121212121212,0.95,0.88,0.832,882,1051,0.8695652173913043,0.9115853658536586,0.7319277108433735,0,0.0
1052,1789306178.15764,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1052,0,1,1,1,1.0,0.00306,0.91664,0.08029,0.30001,position_only,2.04135,1.44,1.44,2.4162,,,0.8393536121673004,0.8377823438593809,0.8214826021180031,1.0,0.88,0.832,883,1052,0.8695652173913043,0.9118541033434651,0.7319277108433735,0.8393536121673004,0.8377823438593809,0.8214826021180031,1.0,0.88,0.832,883,1052,0.8695652173913043,0.9118541033434651,0.7319277108433735,0,0.0
1053,1789306178.1588378,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1053,0,0,2,0,-1.0,0.87528,0.02576,0.09897,0.43975,position_only,0.0,0.0,0.0,0.60379,,,0.8385565052231719,0.8370429176541162,0.8214826021180031,0.95,0.88,0.83,883,1053,0.8673469387755102,0.9118541033434651,0.7319277108433735,0.8385565052231719,0.8370429176541162,0.8214826021180031,0.95,0.88,0.83,883,1053,0.8673469387755102,0.9118541033434651,0.7319277108433735,0,0.0
1054,1789306178.159729,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1054,0,1,1,1,1.0,0.00446,0.89574,0.0998,0.35275,position_only,1.8846,1.44,1.44,2.3537,,,0.8387096774193549,0.8371319539133651,0.8217522658610272,0.95,0.88,0.832,884,1054,0.8673469387755102,0.9121212121212121,0.7319277108433735,0.8387096774193549,0.8371319539133651,0.8217522658610272,0.95,0.88,0.832,884,1054,0.8673469387755102,0.9121212121212121,0.7319277108433735,0,0.0
1055,1789306178.1605542,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1055,0,1,1,1,1.0,0.00144,0.95744,0.04111,0.18228,position_only,1.87049,1.44,1.44,2.40082,,,0.8388625592417062,0.8372204521891747,0.8220211161387632,0.95,0.88,0.832,885,1055,0.8673469387755102,0.9123867069486404,0.7319277108433735,0.8388625592417062,0.8372204521891747,0.8220211161387632,0.95,0.88,0.832,885,1055,0.8673469387755102,0.9123867069486404,0.7319277108433735,0,0.0
1056,1789306178.1613388,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1056,0,0,0,1,1.0,0.90334,0.02515,0.0715,0.37308,position_only,0.0,0.0,0.0,0.39594,,,0.8390151515151515,0.8373329653878384,0.8220211161387632,0.95,0.88,0.832,886,1056,0.8676844783715013,0.9123867069486404,0.7319277108433735,0.8390151515151515,0.8373329653878384,0.8220211161387632,0.95,0.88,0.832,886,1056,0.8676844783715013,0.9123867069486404,0.7319277108433735,0,0.0
1057,1789306178.4176152,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1057,0,0,0,1,1.0,0.89163,0.02561,0.08276,0.40235,position_only,0.0,0.0,0.0,0.50545,,,0.8391674550614948,0.8374449074535141,0.8220211161387632,0.95,0.88,0.832,887,1057,0.868020304568528,0.9123867069486404,0.7319277108433735,0.8391674550614948,0.8374449074535141,0.8220211161387632,0.95,0.88,0.832,887,1057,0.868020304568528,0.9123867069486404,0.7319277108433735,0,0.0
1058,1789306178.4190826,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1058,0,0,0,1,1.0,0.88591,0.02338,0.09071,0.41283,position_only,0.0,0.0,0.0,0.61497,,,0.8393194706994329,0.8375562827239204,0.8220211161387632,0.95,0.88,0.832,888,1058,0.8683544303797468,0.9123867069486404,0.7319277108433735,0.8393194706994329,0.8375562827239204,0.8220211161387632,0.95,0.88,0.832,888,1058,0.8683544303797468,0.9123867069486404,0.7319277108433735,0,0.0
1059,1789306178.4204457,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1059,0,0,0,1,1.0,0.87627,0.02791,0.09582,0.44036,position_only,0.0,0.0,0.0,0.57058,,,0.8394711992445704,0.8376670954929608,0.8220211161387632,0.95,0.88,0.834,889,1059,0.8686868686868687,0.9123867069486404,0.7319277108433735,0.8394711992445704,0.8376670954929608,0.8220211161387632,0.95,0.88,0.834,889,1059,0.8686868686868687,0.9123867069486404,0.7319277108433735,0,0.0
1060,1789306178.4212677,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1060,0,0,2,0,-1.0,0.85552,0.02884,0.11564,0.48525,position_only,0.0,0.0,0.0,0.61824,,,0.8386792452830188,0.8369377194487234,0.8220211161387632,0.9,0.87,0.832,889,1060,0.8664987405541562,0.9123867069486404,0.7319277108433735,0.8386792452830188,0.8369377194487234,0.8220211161387632,0.9,0.87,0.832,889,1060,0.8664987405541562,0.9123867069486404,0.7319277108433735,0,0.0
1061,1789306178.4221146,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1061,0,1,1,1,1.0,0.00753,0.88294,0.10953,0.38895,position_only,2.05806,1.44,1.44,2.64774,,,0.8388312912346843,0.8370256846023895,0.822289156626506,0.9,0.87,0.834,890,1061,0.8664987405541562,0.9126506024096386,0.7319277108433735,0.8388312912346843,0.8370256846023895,0.822289156626506,0.9,0.87,0.834,890,1061,0.8664987405541562,0.9126506024096386,0.7319277108433735,0,0.0
1062,1789306178.4230347,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1062,0,2,2,1,1.0,0.01918,0.08001,0.90081,0.37199,position_only,2.08379,1.44,1.44,2.57284,5.0,1.05314,0.8389830508474576,0.8372940252321759,0.8225563909774436,0.9,0.87,0.834,891,1062,0.8664987405541562,0.9126506024096386,0.7327327327327328,0.8389830508474576,0.8372940252321759,0.8225563909774436,0.9,0.87,0.834,891,1062,0.8664987405541562,0.9126506024096386,0.7327327327327328,0,0.0
1063,1789306178.423921,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1063,0,2,2,1,1.0,0.03328,0.13408,0.83264,0.53515,position_only,1.96148,1.44,1.44,2.41114,4.24264,1.13316,0.839134524929445,0.8375607590318438,0.8228228228228228,0.9,0.87,0.834,892,1063,0.8664987405541562,0.9126506024096386,0.7335329341317365,0.839134524929445,0.8375607590318438,0.8228228228228228,0.9,0.87,0.834,892,1063,0.8664987405541562,0.9126506024096386,0.7335329341317365,0,0.0
1064,1789306178.424926,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1064,0,0,0,1,1.0,0.85072,0.02814,0.12114,0.49373,position_only,0.0,0.0,0.0,0.66375,,,0.8392857142857143,0.8376725691318821,0.8228228228228228,0.9,0.88,0.834,893,1064,0.8668341708542714,0.9126506024096386,0.7335329341317365,0.8392857142857143,0.8376725691318821,0.8228228228228228,0.9,0.88,0.834,893,1064,0.8668341708542714,0.9126506024096386,0.7335329341317365,0,0.0
1065,1789306178.426065,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1065,0,1,2,0,-1.0,0.00565,0.86055,0.1338,0.4276,position_only,1.92986,1.44,1.44,2.58317,,,0.8384976525821596,0.8367590049653059,0.8215892053973014,0.85,0.88,0.832,893,1065,0.8668341708542714,0.9099099099099099,0.7335329341317365,0.8384976525821596,0.8367590049653059,0.8215892053973014,0.85,0.88,0.832,893,1065,0.8668341708542714,0.9099099099099099,0.7335329341317365,0,0.0
1066,1789306178.4268749,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1066,0,0,2,0,-1.0,0.89136,0.02445,0.08419,0.4016,position_only,0.0,0.0,0.0,0.55693,,,0.8377110694183865,0.8360348327256616,0.8215892053973014,0.8,0.88,0.83,893,1066,0.8646616541353384,0.9099099099099099,0.7335329341317365,0.8377110694183865,0.8360348327256616,0.8215892053973014,0.8,0.88,0.83,893,1066,0.8646616541353384,0.9099099099099099,0.7335329341317365,0,0.0
1067,1789306178.4276276,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1067,0,0,0,1,1.0,0.89327,0.02528,0.08145,0.39805,position_only,0.0,0.0,0.0,0.57725,,,0.837863167760075,0.8361476146805488,0.8215892053973014,0.8,0.88,0.83,894,1067,0.865,0.9099099099099099,0.7335329341317365,0.837863167760075,0.8361476146805488,0.8215892053973014,0.8,0.88,0.83,894,1067,0.865,0.9099099099099099,0.7335329341317365,0,0.0
1068,1789306178.4284525,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1068,0,2,0,0,-1.0,0.08882,0.13699,0.77419,0.68551,position_only,2.12602,1.44,1.44,2.54171,8.24621,1.09073,0.8370786516853933,0.8354177311639998,0.8203592814371258,0.75,0.87,0.828,894,1068,0.865,0.9099099099099099,0.7313432835820896,0.8370786516853933,0.8354177311639998,0.8203592814371258,0.75,0.87,0.828,894,1068,0.865,0.9099099099099099,0.7313432835820896,0,0.0
1069,1789306178.6824963,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1069,0,2,2,1,1.0,0.03501,0.22171,0.74328,0.67186,position_only,1.92883,1.44,1.44,2.44972,3.60555,1.07509,0.8372310570626754,0.8356842556842556,0.820627802690583,0.75,0.87,0.828,895,1069,0.865,0.9099099099099099,0.7321428571428571,0.8372310570626754,0.8356842556842556,0.820627802690583,0.75,0.87,0.828,895,1069,0.865,0.9099099099099099,0.7321428571428571,0,0.0
1070,1789306178.6838415,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1070,0,1,1,1,1.0,0.00306,0.86503,0.13191,0.41036,position_only,1.99535,1.44,1.44,2.53196,,,0.8373831775700935,0.8357741659538066,0.8208955223880597,0.75,0.87,0.828,896,1070,0.865,0.9101796407185628,0.7321428571428571,0.8373831775700935,0.8357741659538066,0.8208955223880597,0.75,0.87,0.828,896,1070,0.865,0.9101796407185628,0.7321428571428571,0,0.0
1071,1789306178.6848786,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1071,0,2,2,1,1.0,0.03986,0.12703,0.83311,0.54267,position_only,1.90064,1.44,1.44,2.60476,4.24264,1.12648,0.8375350140056023,0.8360391087261677,0.8211624441132638,0.75,0.87,0.828,897,1071,0.865,0.9101796407185628,0.7329376854599406,0.8375350140056023,0.8360391087261677,0.8211624441132638,0.75,0.87,0.828,897,1071,0.865,0.9101796407185628,0.7329376854599406,0,0.0
1072,1789306178.6858964,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1072,0,2,2,1,1.0,0.05233,0.42887,0.51881,0.85792,position_only,1.85175,1.44,1.44,2.32793,4.12311,1.00267,0.8376865671641791,0.8363024837898169,0.8214285714285714,0.75,0.88,0.828,898,1072,0.865,0.9101796407185628,0.7337278106508875,0.8376865671641791,0.8363024837898169,0.8214285714285714,0.75,0.88,0.828,898,1072,0.865,0.9101796407185628,0.7337278106508875,0,0.0
1073,1789306178.6869068,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1073,0,2,2,1,1.0,0.15428,0.26241,0.58331,0.95383,position_only,1.89914,1.44,1.44,2.37925,6.7082,1.15048,0.8378378378378378,0.8365643050182819,0.8216939078751857,0.8,0.88,0.828,899,1073,0.865,0.9101796407185628,0.7345132743362832,0.8378378378378378,0.8365643050182819,0.8216939078751857,0.8,0.88,0.828,899,1073,0.865,0.9101796407185628,0.7345132743362832,0,0.0
1074,1789306178.6877654,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1074,0,0,0,1,1.0,0.88605,0.02615,0.0878,0.41609,position_only,0.0,0.0,0.0,0.54161,,,0.8379888268156425,0.8366765244696536,0.8216939078751857,0.8,0.88,0.828,900,1074,0.8653366583541147,0.9101796407185628,0.7345132743362832,0.8379888268156425,0.8366765244696536,0.8216939078751857,0.8,0.88,0.828,900,1074,0.8653366583541147,0.9101796407185628,0.7345132743362832,0,0.0
1075,1789306178.6885407,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1075,0,0,0,1,1.0,0.87466,0.02814,0.0972,0.44418,position_only,0.0,0.0,0.0,0.5958,,,0.838139534883721,0.8367881856152969,0.8216939078751857,0.8,0.88,0.828,901,1075,0.8656716417910447,0.9101796407185628,0.7345132743362832,0.838139534883721,0.8367881856152969,0.8216939078751857,0.8,0.88,0.828,901,1075,0.8656716417910447,0.9101796407185628,0.7345132743362832,0,0.0
1076,1789306178.6897497,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1076,0,0,1,0,-1.0,0.88941,0.02447,0.08612,0.40619,position_only,0.0,0.0,0.0,0.49257,,,0.837360594795539,0.8360721627519462,0.8216939078751857,0.75,0.87,0.826,901,1076,0.8635235732009926,0.9101796407185628,0.7345132743362832,0.837360594795539,0.8360721627519462,0.8216939078751857,0.75,0.87,0.826,901,1076,0.8635235732009926,0.9101796407185628,0.7345132743362832,0,0.0
1077,1789306178.6905587,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1077,0,1,1,1,1.0,0.00422,0.85054,0.14523,0.44099,position_only,2.12921,1.44,1.44,2.61049,,,0.8375116063138347,0.8361615362437685,0.8219584569732937,0.75,0.87,0.826,902,1077,0.8635235732009926,0.9104477611940298,0.7345132743362832,0.8375116063138347,0.8361615362437685,0.8219584569732937,0.75,0.87,0.826,902,1077,0.8635235732009926,0.9104477611940298,0.7345132743362832,0,0.0
1078,1789306178.6913884,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1078,0,1,1,1,1.0,0.00287,0.90879,0.08834,0.31808,position_only,1.85453,1.44,1.44,2.4739,,,0.8376623376623377,0.8362503777505205,0.8222222222222222,0.75,0.87,0.826,903,1078,0.8635235732009926,0.9107142857142857,0.7345132743362832,0.8376623376623377,0.8362503777505205,0.8222222222222222,0.75,0.87,0.826,903,1078,0.8635235732009926,0.9107142857142857,0.7345132743362832,0,0.0
1079,1789306178.6922953,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1079,0,0,0,1,1.0,0.89436,0.02592,0.07972,0.39617,position_only,0.0,0.0,0.0,0.49994,,,0.8378127896200185,0.8363629820630609,0.8222222222222222,0.75,0.88,0.828,904,1079,0.8638613861386139,0.9107142857142857,0.7345132743362832,0.8378127896200185,0.8363629820630609,0.8222222222222222,0.75,0.88,0.828,904,1079,0.8638613861386139,0.9107142857142857,0.7345132743362832,0,0.0
1080,1789306178.693081,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1080,0,0,0,1,1.0,0.89424,0.02386,0.0819,0.39402,position_only,0.0,0.0,0.0,0.55534,,,0.8379629629629629,0.8364750303049222,0.8222222222222222,0.8,0.88,0.828,905,1080,0.8641975308641975,0.9107142857142857,0.7345132743362832,0.8379629629629629,0.8364750303049222,0.8222222222222222,0.8,0.88,0.828,905,1080,0.8641975308641975,0.9107142857142857,0.7345132743362832,0,0.0
1081,1789306178.9496124,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,1081,0,1,1,1,1.0,0.0061,0.86205,0.13185,0.42621,position_only,2.0173,1.44,1.44,2.60427,,,0.8381128584643849,0.8365633445623759,0.8224852071005917,0.8,0.88,0.828,906,1081,0.8641975308641975,0.9109792284866469,0.7345132743362832,0.8381128584643849,0.8365633445623759,0.8224852071005917,0.8,0.88,0.828,906,1081,0.8641975308641975,0.9109792284866469,0.7345132743362832,0,0.0
