trial,timestamp,phase,trial_kind,learning_enabled,target,answer,correct,reward,p0,p1,p2,policy_entropy,signal_energy,area_factor,post_noise_energy,overall,balanced_accuracy,one_vs_two_accuracy,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,probe_overall,probe_balanced_accuracy,probe_one_vs_two_accuracy,probe_recent_20,probe_recent_100,probe_recent_500,probe_successes,probe_attempts,probe_target_0_accuracy,probe_target_1_accuracy,probe_target_2_accuracy,active_synapses,mean_delta_w
73,1789302840.717782,dots_0_2_stage2_1,train,1,1,0,0,-1.0,0.26353,0.24882,0.48766,1.04776,1.88489,1.44,2.35568,0.3287671232876712,0.34329004329004326,0.3953488372093023,0.4,0.3287671232876712,0.3287671232876712,24,73,0.23333333333333334,0.2727272727272727,0.5238095238095238,0.0,0.0,,0.0,0.0,0.0,0,7,0.0,,,192,0.008695
74,1789302840.7188435,dots_0_2_stage2_1,train,1,1,0,0,-1.0,0.25331,0.33693,0.40977,1.07995,1.98399,1.44,2.42452,0.32432432432432434,0.3393374741200828,0.38636363636363635,0.4,0.32432432432432434,0.32432432432432434,24,74,0.23333333333333334,0.2608695652173913,0.5238095238095238,0.0,0.0,,0.0,0.0,0.0,0,7,0.0,,,192,0.009163
75,1789302840.7196648,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.20316,0.26314,0.5337,1.01022,2.00108,1.44,2.55773,0.3333333333333333,0.34960317460317464,0.4,0.4,0.3333333333333333,0.3333333333333333,25,75,0.23333333333333334,0.2916666666666667,0.5238095238095238,0.0,0.0,,0.0,0.0,0.0,0,7,0.0,,,192,0.008864
76,1789302840.7213542,dots_0_2_stage2_1,train,1,2,0,0,-1.0,0.19286,0.3282,0.47894,1.03565,1.95782,1.44,2.62449,0.32894736842105265,0.3416666666666666,0.391304347826087,0.4,0.32894736842105265,0.32894736842105265,25,76,0.23333333333333334,0.2916666666666667,0.5,0.0,0.0,,0.0,0.0,0.0,0,7,0.0,,,192,0.009641
77,1789302840.7223527,dots_0_2_stage2_1,train,1,2,0,0,-1.0,0.18007,0.29687,0.52305,1.00823,1.98883,1.44,2.38789,0.3246753246753247,0.3344202898550725,0.3829787234042553,0.4,0.3246753246753247,0.3246753246753247,25,77,0.23333333333333334,0.2916666666666667,0.4782608695652174,0.0,0.0,,0.0,0.0,0.0,0,7,0.0,,,192,0.010008
78,1789302840.7230923,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.233,0.3275,0.4395,1.06631,1.99412,1.44,2.50652,0.32051282051282054,0.33053140096618355,0.375,0.35,0.32051282051282054,0.32051282051282054,25,78,0.23333333333333334,0.28,0.4782608695652174,0.0,0.0,,0.0,0.0,0.0,0,7,0.0,,,192,0.006541
79,1789302840.723761,dots_0_2_stage2_1,train,1,1,0,0,-1.0,0.21553,0.28179,0.50268,1.03342,1.91801,1.44,2.58701,0.31645569620253167,0.32694165737644,0.3673469387755102,0.3,0.31645569620253167,0.31645569620253167,25,79,0.23333333333333334,0.2692307692307692,0.4782608695652174,0.0,0.0,,0.0,0.0,0.0,0,7,0.0,,,192,0.009045
80,1789302840.724392,dots_0_2_stage2_1,probe,0,2,1,0,-1.0,0.17436,0.29013,0.53551,0.998,1.91218,1.44,2.31384,0.3125,0.32029914529914527,0.36,0.3,0.3125,0.3125,25,80,0.23333333333333334,0.2692307692307692,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,,0.0,0,0.0
81,1789302840.7250295,dots_0_2_stage2_1,train,1,0,1,0,-1.0,0.32409,0.32618,0.34973,1.09801,0.0,0.0,0.52743,0.30864197530864196,0.3177901847256686,0.36,0.25,0.30864197530864196,0.30864197530864196,25,81,0.22580645161290322,0.2692307692307692,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,,0.0,192,0.00057
82,1789302840.7256517,dots_0_2_stage2_1,train,1,2,0,0,-1.0,0.17085,0.28454,0.54461,0.99047,2.10088,1.44,2.527,0.3048780487804878,0.3116790736145575,0.35294117647058826,0.25,0.3048780487804878,0.3048780487804878,25,82,0.22580645161290322,0.2692307692307692,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,,0.0,192,0.009993
83,1789302840.726406,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.32295,0.32777,0.34928,1.09803,0.0,0.0,0.55297,0.3132530120481928,0.31974358974358974,0.35294117647058826,0.25,0.3132530120481928,0.3132530120481928,26,83,0.25,0.2692307692307692,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,,0.0,192,0.000556
84,1789302840.7274623,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.15081,0.21689,0.6323,0.90662,2.02657,1.44,2.60832,0.32142857142857145,0.3269230769230769,0.36538461538461536,0.3,0.32142857142857145,0.32142857142857145,27,84,0.25,0.2692307692307692,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,,0.0,192,0.004553
85,1789302840.9826727,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.16514,0.34919,0.48567,1.01557,1.94263,1.44,2.54243,0.32941176470588235,0.33357075023741684,0.37735849056603776,0.35,0.32941176470588235,0.32941176470588235,28,85,0.25,0.2692307692307692,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,,0.0,192,0.00656
86,1789302840.9840093,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.21557,0.34647,0.43796,1.05962,2.10202,1.44,2.49718,0.3372093023255814,0.34259259259259256,0.3888888888888889,0.35,0.3372093023255814,0.3372093023255814,29,86,0.25,0.2962962962962963,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,,0.0,192,0.007518
87,1789302840.984871,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.15491,0.23267,0.61242,0.92845,2.12552,1.44,2.54867,0.3448275862068966,0.3487654320987654,0.4,0.4,0.3448275862068966,0.3448275862068966,30,87,0.25,0.2962962962962963,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,,0.0,192,0.005059
88,1789302840.9857512,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.1993,0.35818,0.44251,1.04999,1.88889,1.44,2.2582,0.3409090909090909,0.3452380952380952,0.39285714285714285,0.4,0.3409090909090909,0.3409090909090909,30,88,0.25,0.2857142857142857,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,,0.0,192,0.006449
89,1789302840.9865816,dots_0_2_stage2_1,train,1,0,2,0,-1.0,0.31992,0.32964,0.35044,1.09789,0.0,0.0,0.57678,0.33707865168539325,0.34271284271284275,0.39285714285714285,0.35,0.33707865168539325,0.33707865168539325,30,89,0.24242424242424243,0.2857142857142857,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,,0.0,192,0.000549
90,1789302840.987408,dots_0_2_stage2_1,probe,0,2,1,0,-1.0,0.15133,0.28441,0.56426,0.96625,2.04959,1.44,2.48273,0.3333333333333333,0.3369657162760611,0.38596491228070173,0.35,0.3333333333333333,0.3333333333333333,30,90,0.24242424242424243,0.2857142857142857,0.4827586206896552,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,,0.0,0,0.0
91,1789302840.988176,dots_0_2_stage2_1,train,1,0,1,0,-1.0,0.3215,0.3284,0.3501,1.09795,0.0,0.0,0.53028,0.32967032967032966,0.3345890080169999,0.38596491228070173,0.35,0.32967032967032966,0.32967032967032966,30,91,0.23529411764705882,0.2857142857142857,0.4827586206896552,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,,0.0,192,0.00057
92,1789302840.9888206,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.17634,0.31077,0.51289,1.01166,1.89717,1.44,2.55159,0.33695652173913043,0.34033613445378147,0.39655172413793105,0.35,0.33695652173913043,0.33695652173913043,31,92,0.23529411764705882,0.2857142857142857,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,,0.0,192,0.006064
93,1789302840.9894965,dots_0_2_stage2_1,train,1,2,1,0,-1.0,0.14374,0.2919,0.56436,0.9611,2.05676,1.44,2.58815,0.3333333333333333,0.33495979036775997,0.3898305084745763,0.35,0.3333333333333333,0.3333333333333333,31,93,0.23529411764705882,0.2857142857142857,0.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,,0.0,192,0.009006
94,1789302840.9901385,dots_0_2_stage2_1,train,1,0,2,0,-1.0,0.32074,0.32385,0.35541,1.09752,0.0,0.0,0.51108,0.32978723404255317,0.33271889400921656,0.3898305084745763,0.35,0.32978723404255317,0.32978723404255317,31,94,0.22857142857142856,0.2857142857142857,0.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,,0.0,192,0.000581
95,1789302840.990732,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.12592,0.27817,0.59591,0.92532,2.09126,1.44,2.69102,0.3368421052631579,0.33809523809523806,0.4,0.35,0.3368421052631579,0.3368421052631579,32,95,0.22857142857142856,0.2857142857142857,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,,0.0,192,0.005162
96,1789302840.9913998,dots_0_2_stage2_1,train,1,0,1,0,-1.0,0.31928,0.32919,0.35153,1.0978,0.0,0.0,0.63002,0.3333333333333333,0.335978835978836,0.4,0.35,0.3333333333333333,0.3333333333333333,32,96,0.2222222222222222,0.2857142857142857,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,,0.0,192,0.000642
97,1789302841.2472627,dots_0_2_stage2_1,train,1,0,1,0,-1.0,0.32278,0.32705,0.35018,1.09797,0.0,0.0,0.5618,0.32989690721649484,0.3339768339768339,0.4,0.35,0.32989690721649484,0.32989690721649484,32,97,0.21621621621621623,0.2857142857142857,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,,0.0,192,0.000573
98,1789302841.248347,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.19549,0.32011,0.4844,1.03484,2.07841,1.44,2.68325,0.336734693877551,0.339027339027339,0.4098360655737705,0.4,0.336734693877551,0.336734693877551,33,98,0.21621621621621623,0.2857142857142857,0.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,,0.0,192,0.006308
99,1789302841.2492166,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.16739,0.29523,0.53738,0.99312,1.99287,1.44,2.54603,0.3434343434343434,0.3472375196513127,0.41935483870967744,0.45,0.3434343434343434,0.3434343434343434,34,99,0.21621621621621623,0.3103448275862069,0.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,,0.0,192,0.008329
100,1789302841.2499416,dots_0_2_stage2_1,probe,0,1,1,1,1.0,0.12389,0.35796,0.51814,0.96716,2.12928,1.44,2.68518,0.35,0.3549003549003549,0.42857142857142855,0.5,0.35,0.35,35,100,0.21621621621621623,0.3333333333333333,0.5151515151515151,0.1,0.3333333333333333,0.3333333333333333,0.1,0.1,0.1,1,10,0.0,1.0,0.0,0,0.0
101,1789302841.2510793,dots_0_2_stage2_1,train,1,0,2,0,-1.0,0.32206,0.32597,0.35198,1.09783,0.0,0.0,0.55962,0.3465346534653465,0.35300372142477404,0.42857142857142855,0.5,0.35,0.3465346534653465,35,101,0.21052631578947367,0.3333333333333333,0.5151515151515151,0.1,0.3333333333333333,0.3333333333333333,0.1,0.1,0.1,1,10,0.0,1.0,0.0,192,0.000556
102,1789302841.2518606,dots_0_2_stage2_1,train,1,0,1,0,-1.0,0.31944,0.3273,0.35326,1.09768,0.0,0.0,0.63427,0.3431372549019608,0.3512043512043512,0.42857142857142855,0.5,0.35,0.3431372549019608,35,102,0.20512820512820512,0.3333333333333333,0.5151515151515151,0.1,0.3333333333333333,0.3333333333333333,0.1,0.1,0.1,1,10,0.0,1.0,0.0,192,0.00066
103,1789302841.2524967,dots_0_2_stage2_1,train,1,0,2,0,-1.0,0.32491,0.3253,0.34979,1.09801,0.0,0.0,0.52421,0.33980582524271846,0.34949494949494947,0.42857142857142855,0.45,0.35,0.33980582524271846,35,103,0.2,0.3333333333333333,0.5151515151515151,0.1,0.3333333333333333,0.3333333333333333,0.1,0.1,0.1,1,10,0.0,1.0,0.0,192,0.000507
104,1789302841.253124,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.15408,0.22573,0.62019,0.92043,1.93354,1.44,2.37016,0.34615384615384615,0.3542483660130719,0.4375,0.45,0.36,0.34615384615384615,36,104,0.2,0.3333333333333333,0.5294117647058824,0.1,0.3333333333333333,0.3333333333333333,0.1,0.1,0.1,1,10,0.0,1.0,0.0,192,0.004806
105,1789302841.2537644,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.32479,0.32476,0.35045,1.09796,0.0,0.0,0.51807,0.3523809523809524,0.3607524310537223,0.4375,0.45,0.37,0.3523809523809524,37,105,0.21951219512195122,0.3333333333333333,0.5294117647058824,0.1,0.3333333333333333,0.3333333333333333,0.1,0.1,0.1,1,10,0.0,1.0,0.0,192,0.000551
106,1789302841.2544925,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.2143,0.26815,0.51755,1.02393,2.00201,1.44,2.41799,0.3490566037735849,0.3571682016630413,0.4307692307692308,0.4,0.36,0.3490566037735849,37,106,0.21951219512195122,0.3225806451612903,0.5294117647058824,0.1,0.3333333333333333,0.3333333333333333,0.1,0.1,0.1,1,10,0.0,1.0,0.0,192,0.005275
107,1789302841.255243,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.22013,0.32108,0.45879,1.05542,2.08819,1.44,2.65755,0.35514018691588783,0.36422465327594455,0.4393939393939394,0.4,0.37,0.35514018691588783,38,107,0.21951219512195122,0.34375,0.5294117647058824,0.1,0.3333333333333333,0.3333333333333333,0.1,0.1,0.1,1,10,0.0,1.0,0.0,192,0.008117
108,1789302841.2559068,dots_0_2_stage2_1,train,1,1,0,0,-1.0,0.17804,0.36265,0.45931,1.03245,1.85543,1.44,2.27978,0.35185185185185186,0.3607524310537223,0.43283582089552236,0.4,0.36,0.35185185185185186,38,108,0.21951219512195122,0.3333333333333333,0.5294117647058824,0.1,0.3333333333333333,0.3333333333333333,0.1,0.1,0.1,1,10,0.0,1.0,0.0,192,0.009252
109,1789302841.497354,dots_0_2_stage2_1,train,1,0,2,0,-1.0,0.32311,0.32549,0.3514,1.09788,0.0,0.0,0.4668,0.3486238532110092,0.35901027077497666,0.43283582089552236,0.4,0.36,0.3486238532110092,38,109,0.21428571428571427,0.3333333333333333,0.5294117647058824,0.1,0.3333333333333333,0.3333333333333333,0.1,0.1,0.1,1,10,0.0,1.0,0.0,192,0.000468
110,1789302841.4984274,dots_0_2_stage2_1,probe,0,2,0,0,-1.0,0.20653,0.36776,0.42571,1.0572,2.08666,1.44,2.672,0.34545454545454546,0.353968253968254,0.4264705882352941,0.4,0.36,0.34545454545454546,38,110,0.21428571428571427,0.3333333333333333,0.5142857142857142,0.09090909090909091,0.3333333333333333,0.25,0.09090909090909091,0.09090909090909091,0.09090909090909091,1,11,0.0,1.0,0.0,0,0.0
111,1789302841.4992366,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.32307,0.32817,0.34876,1.09806,0.0,0.0,0.64234,0.35135135135135137,0.36005906238464375,0.4264705882352941,0.45,0.37,0.35135135135135137,39,111,0.23255813953488372,0.3333333333333333,0.5142857142857142,0.09090909090909091,0.3333333333333333,0.25,0.09090909090909091,0.09090909090909091,0.09090909090909091,1,11,0.0,1.0,0.0,192,0.000658
112,1789302841.5000594,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.32123,0.32845,0.35032,1.09793,0.0,0.0,0.54446,0.35714285714285715,0.36587301587301585,0.4264705882352941,0.45,0.38,0.35714285714285715,40,112,0.25,0.3333333333333333,0.5142857142857142,0.09090909090909091,0.3333333333333333,0.25,0.09090909090909091,0.09090909090909091,0.09090909090909091,1,11,0.0,1.0,0.0,192,0.000577
113,1789302841.5007946,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.14977,0.26505,0.58518,0.94987,2.04338,1.44,2.54827,0.36283185840707965,0.3724089635854342,0.43478260869565216,0.5,0.38,0.36283185840707965,41,113,0.25,0.35294117647058826,0.5142857142857142,0.09090909090909091,0.3333333333333333,0.25,0.09090909090909091,0.09090909090909091,0.09090909090909091,1,11,0.0,1.0,0.0,192,0.008962
114,1789302841.501458,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.17195,0.34532,0.48273,1.02147,2.04922,1.44,2.63008,0.3684210526315789,0.3769063180827887,0.44285714285714284,0.55,0.38,0.3684210526315789,42,114,0.25,0.35294117647058826,0.5277777777777778,0.09090909090909091,0.3333333333333333,0.25,0.09090909090909091,0.09090909090909091,0.09090909090909091,1,11,0.0,1.0,0.0,192,0.006129
115,1789302841.5021248,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.15871,0.31504,0.52625,0.99387,2.01763,1.44,2.54071,0.3739130434782609,0.38306878306878306,0.4507042253521127,0.55,0.38,0.3739130434782609,43,115,0.25,0.37142857142857144,0.5277777777777778,0.09090909090909091,0.3333333333333333,0.25,0.09090909090909091,0.09090909090909091,0.09090909090909091,1,11,0.0,1.0,0.0,192,0.007933
116,1789302841.5027683,dots_0_2_stage2_1,train,1,2,1,0,-1.0,0.15492,0.32416,0.52092,0.9938,2.11246,1.44,2.60011,0.3706896551724138,0.37831402831402833,0.4444444444444444,0.55,0.38,0.3706896551724138,43,116,0.25,0.37142857142857144,0.5135135135135135,0.09090909090909091,0.3333333333333333,0.25,0.09090909090909091,0.09090909090909091,0.09090909090909091,1,11,0.0,1.0,0.0,192,0.008522
117,1789302841.5034835,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.13379,0.28644,0.57977,0.94328,2.0418,1.44,2.68259,0.36752136752136755,0.37487487487487486,0.4383561643835616,0.55,0.38,0.36752136752136755,43,117,0.25,0.3611111111111111,0.5135135135135135,0.09090909090909091,0.3333333333333333,0.25,0.09090909090909091,0.09090909090909091,0.09090909090909091,1,11,0.0,1.0,0.0,192,0.005563
118,1789302841.5041366,dots_0_2_stage2_1,train,1,2,0,0,-1.0,0.12765,0.2495,0.62285,0.90403,1.96055,1.44,2.41407,0.3644067796610169,0.3703703703703704,0.43243243243243246,0.5,0.38,0.3644067796610169,43,118,0.25,0.3611111111111111,0.5,0.09090909090909091,0.3333333333333333,0.25,0.09090909090909091,0.09090909090909091,0.09090909090909091,1,11,0.0,1.0,0.0,192,0.011175
119,1789302841.5048127,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.11799,0.28181,0.6002,0.91547,1.928,1.44,2.40817,0.3697478991596639,0.37464387464387466,0.44,0.5,0.39,0.3697478991596639,44,119,0.25,0.3611111111111111,0.5128205128205128,0.09090909090909091,0.3333333333333333,0.25,0.09090909090909091,0.09090909090909091,0.09090909090909091,1,11,0.0,1.0,0.0,192,0.005353
120,1789302841.5054457,dots_0_2_stage2_1,probe,0,1,0,0,-1.0,0.13824,0.2852,0.57656,0.94884,2.11961,1.44,2.60118,0.36666666666666664,0.37139062139062134,0.4342105263157895,0.45,0.39,0.36666666666666664,44,120,0.25,0.35135135135135137,0.5128205128205128,0.08333333333333333,0.16666666666666666,0.2,0.08333333333333333,0.08333333333333333,0.08333333333333333,1,12,0.0,0.5,0.0,0,0.0
121,1789302841.7613091,dots_0_2_stage2_1,train,1,0,1,0,-1.0,0.32022,0.32746,0.35231,1.09777,0.0,0.0,0.63157,0.36363636363636365,0.3695387695387695,0.4342105263157895,0.45,0.39,0.36363636363636365,44,121,0.24444444444444444,0.35135135135135137,0.5128205128205128,0.08333333333333333,0.16666666666666666,0.2,0.08333333333333333,0.08333333333333333,0.08333333333333333,1,12,0.0,0.5,0.0,192,0.000578
122,1789302841.7623348,dots_0_2_stage2_1,train,1,2,1,0,-1.0,0.17433,0.3416,0.48408,1.02264,2.02019,1.44,2.52036,0.36065573770491804,0.36526526526526526,0.42857142857142855,0.45,0.39,0.36065573770491804,44,122,0.24444444444444444,0.35135135135135137,0.5,0.08333333333333333,0.16666666666666666,0.2,0.08333333333333333,0.08333333333333333,0.08333333333333333,1,12,0.0,0.5,0.0,192,0.008329
123,1789302841.7632017,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.16369,0.43214,0.40416,1.02496,2.11384,1.44,2.7108,0.36585365853658536,0.3709551656920078,0.4358974358974359,0.5,0.4,0.36585365853658536,45,123,0.24444444444444444,0.3684210526315789,0.5,0.08333333333333333,0.16666666666666666,0.2,0.08333333333333333,0.08333333333333333,0.08333333333333333,1,12,0.0,0.5,0.0,192,0.007585
124,1789302841.7640245,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.15425,0.29748,0.54827,0.97849,2.01624,1.44,2.44445,0.3709677419354839,0.37635327635327637,0.4430379746835443,0.5,0.41,0.3709677419354839,46,124,0.24444444444444444,0.38461538461538464,0.5,0.08333333333333333,0.16666666666666666,0.2,0.08333333333333333,0.08333333333333333,0.08333333333333333,1,12,0.0,0.5,0.0,192,0.008833
125,1789302841.764842,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.32574,0.32846,0.3458,1.09826,0.0,0.0,0.5023,0.376,0.3818283166109253,0.4430379746835443,0.5,0.42,0.376,47,125,0.2608695652173913,0.38461538461538464,0.5,0.08333333333333333,0.16666666666666666,0.2,0.08333333333333333,0.08333333333333333,0.08333333333333333,1,12,0.0,0.5,0.0,192,0.000546
126,1789302841.76594,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.11819,0.26719,0.61462,0.9042,1.98317,1.44,2.42666,0.38095238095238093,0.38589335726133184,0.45,0.55,0.43,0.38095238095238093,48,126,0.2608695652173913,0.38461538461538464,0.5121951219512195,0.08333333333333333,0.16666666666666666,0.2,0.08333333333333333,0.08333333333333333,0.08333333333333333,1,12,0.0,0.5,0.0,192,0.00476
127,1789302841.7665968,dots_0_2_stage2_1,train,1,0,2,0,-1.0,0.32246,0.32964,0.3479,1.0981,0.0,0.0,0.64081,0.3779527559055118,0.38404321850092477,0.45,0.5,0.43,0.3779527559055118,48,127,0.2553191489361702,0.38461538461538464,0.5121951219512195,0.08333333333333333,0.16666666666666666,0.2,0.08333333333333333,0.08333333333333333,0.08333333333333333,1,12,0.0,0.5,0.0,192,0.000624
128,1789302841.7674315,dots_0_2_stage2_1,train,1,2,1,0,-1.0,0.13958,0.36002,0.50039,0.9891,2.07176,1.44,2.51701,0.375,0.37997817785051824,0.4444444444444444,0.5,0.42,0.375,48,128,0.2553191489361702,0.38461538461538464,0.5,0.08333333333333333,0.16666666666666666,0.2,0.08333333333333333,0.08333333333333333,0.08333333333333333,1,12,0.0,0.5,0.0,192,0.007963
129,1789302841.7681987,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.3236,0.3246,0.3518,1.09785,0.0,0.0,0.58497,0.3798449612403101,0.38514957264957267,0.4444444444444444,0.55,0.42,0.3798449612403101,49,129,0.2708333333333333,0.38461538461538464,0.5,0.08333333333333333,0.16666666666666666,0.2,0.08333333333333333,0.08333333333333333,0.08333333333333333,1,12,0.0,0.5,0.0,192,0.000582
130,1789302841.7687805,dots_0_2_stage2_1,probe,0,0,1,0,-1.0,0.32365,0.32695,0.34941,1.09803,0.0,0.0,0.57247,0.3769230769230769,0.38330716902145473,0.4444444444444444,0.55,0.42,0.3769230769230769,49,130,0.2653061224489796,0.38461538461538464,0.5,0.07692307692307693,0.16666666666666666,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,1,13,0.0,0.5,0.0,0,0.0
131,1789302841.7693977,dots_0_2_stage2_1,train,1,2,1,0,-1.0,0.18832,0.35435,0.45733,1.03984,1.89907,1.44,2.37819,0.37404580152671757,0.37943120002920666,0.43902439024390244,0.5,0.41,0.37404580152671757,49,131,0.2653061224489796,0.38461538461538464,0.4883720930232558,0.07692307692307693,0.16666666666666666,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,1,13,0.0,0.5,0.0,192,0.007593
132,1789302841.7701151,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.07615,0.24352,0.68033,0.80212,2.11432,1.44,2.57427,0.3787878787878788,0.38330716902145473,0.4457831325301205,0.5,0.41,0.3787878787878788,50,132,0.2653061224489796,0.38461538461538464,0.5,0.07692307692307693,0.16666666666666666,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,1,13,0.0,0.5,0.0,192,0.004022
133,1789302842.0264072,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.1924,0.40679,0.40081,1.04945,2.13316,1.44,2.73041,0.37593984962406013,0.38010204081632654,0.44047619047619047,0.45,0.41,0.37593984962406013,50,133,0.2653061224489796,0.375,0.5,0.07692307692307693,0.16666666666666666,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,1,13,0.0,0.5,0.0,192,0.007839
134,1789302842.0273914,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.17525,0.45909,0.36566,1.03049,2.02697,1.44,2.52824,0.373134328358209,0.37705326032852166,0.43529411764705883,0.4,0.41,0.373134328358209,50,134,0.2653061224489796,0.36585365853658536,0.5,0.07692307692307693,0.16666666666666666,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,1,13,0.0,0.5,0.0,192,0.007625
135,1789302842.0284314,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.19588,0.27249,0.53163,1.0095,2.08299,1.44,2.67017,0.37037037037037035,0.3741496598639456,0.43023255813953487,0.35,0.41,0.37037037037037035,50,135,0.2653061224489796,0.35714285714285715,0.5,0.07692307692307693,0.16666666666666666,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,1,13,0.0,0.5,0.0,192,0.005835
136,1789302842.0291724,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.12065,0.30839,0.57095,0.93794,2.0476,1.44,2.56793,0.375,0.3778533635676493,0.4367816091954023,0.4,0.41,0.375,51,136,0.2653061224489796,0.35714285714285715,0.5111111111111111,0.07692307692307693,0.16666666666666666,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,1,13,0.0,0.5,0.0,192,0.005401
137,1789302842.029925,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.10844,0.22761,0.66396,0.84971,1.87921,1.44,2.44755,0.3795620437956204,0.3813960366755398,0.4431818181818182,0.45,0.42,0.3795620437956204,52,137,0.2653061224489796,0.35714285714285715,0.5217391304347826,0.07692307692307693,0.16666666666666666,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,1,13,0.0,0.5,0.0,192,0.003936
138,1789302842.0306516,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.1336,0.29595,0.57045,0.94947,2.14224,1.44,2.74588,0.37681159420289856,0.37862748739536256,0.43820224719101125,0.45,0.42,0.37681159420289856,52,138,0.2653061224489796,0.3488372093023256,0.5217391304347826,0.07692307692307693,0.16666666666666666,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,1,13,0.0,0.5,0.0,192,0.005713
139,1789302842.03136,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.17711,0.3247,0.4982,1.01893,2.06788,1.44,2.59795,0.381294964028777,0.3820194084561088,0.4444444444444444,0.45,0.42,0.381294964028777,53,139,0.2653061224489796,0.3488372093023256,0.5319148936170213,0.07692307692307693,0.16666666666666666,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,1,13,0.0,0.5,0.0,192,0.006375
140,1789302842.0320094,dots_0_2_stage2_1,probe,0,0,1,0,-1.0,0.32538,0.32466,0.34996,1.09799,0.0,0.0,0.56247,0.37857142857142856,0.3802507009731156,0.4444444444444444,0.45,0.42,0.37857142857142856,53,140,0.26,0.3488372093023256,0.5319148936170213,0.07142857142857142,0.16666666666666666,0.2,0.07142857142857142,0.07142857142857142,0.07142857142857142,1,14,0.0,0.5,0.0,0,0.0
