trial,timestamp,phase,trial_kind,learning_enabled,target,answer,correct,reward,p0,p1,p2,policy_entropy,signal_energy,area_factor,post_noise_energy,overall,balanced_accuracy,one_vs_two_accuracy,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,probe_overall,probe_balanced_accuracy,probe_one_vs_two_accuracy,probe_recent_20,probe_recent_100,probe_recent_500,probe_successes,probe_attempts,probe_target_0_accuracy,probe_target_1_accuracy,probe_target_2_accuracy,active_synapses,mean_delta_w
11507,1789303088.191373,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00091,0.93989,0.0592,0.23198,2.09078,1.44,2.70598,0.8190666550795168,0.8187201933929101,0.8319958581413409,1.0,0.96,0.948,9425,11507,0.7926474477651415,0.8080543933054394,0.8554587391081496,0.828695652173913,0.8267660920007419,0.85,1.0,0.94,0.936,953,1150,0.78,0.843520782396088,0.8567774936061381,192,0.000785
11508,1789303088.19199,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95055,0.02508,0.02436,0.23115,0.0,0.0,0.57974,0.8190823774765381,0.818738468780909,0.8319958581413409,1.0,0.96,0.948,9426,11508,0.7927022739291381,0.8080543933054394,0.8554587391081496,0.828695652173913,0.8267660920007419,0.85,1.0,0.94,0.936,953,1150,0.78,0.843520782396088,0.8567774936061381,192,4.3e-05
11509,1789303088.4354787,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00537,0.07001,0.92462,0.28668,1.99562,1.44,2.371,0.8190980971413676,0.8187508132390944,0.8320176006211984,1.0,0.96,0.948,9427,11509,0.7927022739291381,0.8080543933054394,0.8554957724827056,0.828695652173913,0.8267660920007419,0.85,1.0,0.94,0.936,953,1150,0.78,0.843520782396088,0.8567774936061381,192,0.00085
11510,1789303088.4362326,dots_0_2_stage2_1,probe,0,1,1,1,1.0,0.01543,0.95686,0.02771,0.20594,1.98419,1.44,2.49724,0.8191138140747176,0.8187675405250808,0.8320393374741201,1.0,0.96,0.948,9428,11510,0.7927022739291381,0.8081045751633987,0.8554957724827056,0.8288444830582102,0.8268933108768427,0.850187265917603,1.0,0.94,0.936,954,1151,0.78,0.8439024390243902,0.8567774936061381,0,0.0
11511,1789303088.4372106,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95513,0.02166,0.02321,0.21419,0.0,0.0,0.56426,0.8191295282773,0.8187858062512303,0.8320393374741201,1.0,0.96,0.948,9429,11511,0.7927570711075865,0.8081045751633987,0.8554957724827056,0.8288444830582102,0.8268933108768427,0.850187265917603,1.0,0.94,0.936,954,1151,0.78,0.8439024390243902,0.8567774936061381,192,3.9e-05
11512,1789303088.4378722,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.94816,0.02884,0.023,0.23952,0.0,0.0,0.67731,0.8191452397498262,0.8188040623231906,0.8320393374741201,1.0,0.96,0.948,9430,11512,0.7928118393234672,0.8081045751633987,0.8554957724827056,0.8288444830582102,0.8268933108768427,0.850187265917603,1.0,0.94,0.936,954,1151,0.78,0.8439024390243902,0.8567774936061381,192,4.9e-05
11513,1789303088.4385211,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00316,0.94341,0.05343,0.22964,1.91416,1.44,2.46102,0.8191609484930079,0.8188207808651696,0.8320610687022901,1.0,0.96,0.948,9431,11513,0.7928118393234672,0.8081547307893361,0.8554957724827056,0.8288444830582102,0.8268933108768427,0.850187265917603,1.0,0.94,0.936,954,1151,0.78,0.8439024390243902,0.8567774936061381,192,0.000649
11514,1789303088.4391768,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00169,0.02933,0.96897,0.14487,2.11268,1.44,2.74551,0.8191766545075561,0.8188331189993497,0.8320827943078913,1.0,0.96,0.948,9432,11514,0.7928118393234672,0.8081547307893361,0.8555327868852459,0.8288444830582102,0.8268933108768427,0.850187265917603,1.0,0.94,0.936,954,1151,0.78,0.8439024390243902,0.8567774936061381,192,0.000387
11515,1789303088.4398556,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.0011,0.02168,0.97721,0.1131,2.05285,1.44,2.60354,0.8191923577941815,0.8188454508143831,0.8321045142931057,1.0,0.96,0.948,9433,11515,0.7928118393234672,0.8081547307893361,0.8555697823303458,0.8288444830582102,0.8268933108768427,0.850187265917603,1.0,0.94,0.936,954,1151,0.78,0.8439024390243902,0.8567774936061381,192,0.000296
11516,1789303088.4405446,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00098,0.01118,0.98784,0.0691,1.90702,1.44,2.52594,0.819208058353595,0.8188577763151228,0.8321262286601138,1.0,0.96,0.948,9434,11516,0.7928118393234672,0.8081547307893361,0.8556067588325653,0.8288444830582102,0.8268933108768427,0.850187265917603,1.0,0.94,0.936,954,1151,0.78,0.8439024390243902,0.8567774936061381,192,0.000144
11517,1789303088.4412081,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00273,0.02037,0.9769,0.11825,1.96302,1.44,2.4806,0.8192237561865069,0.8188700955064178,0.8321479374110953,1.0,0.96,0.948,9435,11517,0.7928118393234672,0.8081547307893361,0.85564371640645,0.8288444830582102,0.8268933108768427,0.850187265917603,1.0,0.94,0.936,954,1151,0.78,0.8439024390243902,0.8567774936061381,192,0.00026
11518,1789303088.4418743,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95329,0.02395,0.02276,0.22108,0.0,0.0,0.50618,0.8192394512936274,0.8188883419318406,0.8321479374110953,1.0,0.96,0.948,9436,11518,0.7928665785997357,0.8081547307893361,0.85564371640645,0.8288444830582102,0.8268933108768427,0.850187265917603,1.0,0.94,0.936,954,1151,0.78,0.8439024390243902,0.8567774936061381,192,3.6e-05
11519,1789303088.4426475,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00045,0.00798,0.99157,0.05038,2.06749,1.44,2.48652,0.8192551436756663,0.8189006548185341,0.8321696405482286,1.0,0.96,0.948,9437,11519,0.7928665785997357,0.8081547307893361,0.8556806550665302,0.8288444830582102,0.8268933108768427,0.850187265917603,1.0,0.94,0.936,954,1151,0.78,0.8439024390243902,0.8567774936061381,192,0.000107
11520,1789303088.443456,dots_0_2_stage2_1,probe,0,1,1,1,1.0,0.00177,0.96225,0.03598,0.16786,1.9913,1.44,2.54855,0.8192708333333333,0.8189173646233603,0.8321913380736911,1.0,0.96,0.948,9438,11520,0.7928665785997357,0.808204860203815,0.8556806550665302,0.8289930555555556,0.8270199106829867,0.8503740648379052,1.0,0.95,0.936,955,1152,0.78,0.8442822384428224,0.8567774936061381,0,0.0
11521,1789303088.7009442,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00786,0.01189,0.98026,0.1103,1.87943,1.44,2.47067,0.819286520267338,0.8189296712102907,0.8322130299896587,1.0,0.96,0.948,9439,11521,0.7928665785997357,0.808204860203815,0.8557175748273216,0.8289930555555556,0.8270199106829867,0.8503740648379052,1.0,0.95,0.936,955,1152,0.78,0.8442822384428224,0.8567774936061381,192,0.000231
11522,1789303088.7018628,dots_0_2_stage2_1,train,1,2,1,0,-1.0,0.01215,0.36593,0.62192,0.71683,1.96596,1.44,2.49251,0.8192154139906266,0.8188567200103908,0.8321054672353625,0.95,0.95,0.946,9439,11522,0.7928665785997357,0.808204860203815,0.8554987212276215,0.8289930555555556,0.8270199106829867,0.8503740648379052,1.0,0.95,0.936,955,1152,0.78,0.8442822384428224,0.8567774936061381,192,0.007552
11523,1789303088.7027085,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00513,0.90276,0.09211,0.33907,2.05872,1.44,2.58888,0.8192311030113686,0.8188734210849115,0.8321271646420264,0.95,0.95,0.946,9440,11523,0.7928665785997357,0.8082549634273772,0.8554987212276215,0.8289930555555556,0.8270199106829867,0.8503740648379052,1.0,0.95,0.936,955,1152,0.78,0.8442822384428224,0.8567774936061381,192,0.0012
11524,1789303088.7035964,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00924,0.93854,0.05221,0.25698,1.97638,1.44,2.55547,0.8192467893092676,0.8188901134359668,0.8321488564414007,0.95,0.95,0.946,9441,11524,0.7928665785997357,0.8083050404805432,0.8554987212276215,0.8289930555555556,0.8270199106829867,0.8503740648379052,1.0,0.95,0.936,955,1152,0.78,0.8442822384428224,0.8567774936061381,192,0.000697
11525,1789303088.7044902,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95405,0.02296,0.02299,0.21827,0.0,0.0,0.658,0.8192624728850325,0.8189083502224962,0.8321488564414007,0.95,0.95,0.946,9442,11525,0.7929212889593238,0.8083050404805432,0.8554987212276215,0.8289930555555556,0.8270199106829867,0.8503740648379052,1.0,0.95,0.936,955,1152,0.78,0.8442822384428224,0.8567774936061381,192,4.5e-05
11526,1789303088.7055633,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00489,0.18428,0.81083,0.50773,2.03139,1.44,2.60184,0.8192781537393719,0.8189206660222722,0.8321705426356589,0.95,0.95,0.946,9443,11526,0.7929212889593238,0.8083050404805432,0.8555356686269496,0.8289930555555556,0.8270199106829867,0.8503740648379052,1.0,0.95,0.936,955,1152,0.78,0.8442822384428224,0.8567774936061381,192,0.00222
11527,1789303088.7062507,dots_0_2_stage2_1,train,1,1,2,0,-1.0,0.00745,0.83973,0.15282,0.47025,2.07636,1.44,2.45407,0.8192070790318383,0.8188503174547804,0.8320630409507815,0.9,0.94,0.944,9443,11527,0.7929212889593238,0.8080939947780679,0.8555356686269496,0.8289930555555556,0.8270199106829867,0.8503740648379052,1.0,0.95,0.936,955,1152,0.78,0.8442822384428224,0.8567774936061381,192,0.010209
11528,1789303088.7068942,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00151,0.01232,0.98617,0.07769,1.91743,1.44,2.37167,0.8192227619708535,0.8188626269581354,0.8320847326272282,0.9,0.94,0.944,9444,11528,0.7929212889593238,0.8080939947780679,0.8555725971370143,0.8289930555555556,0.8270199106829867,0.8503740648379052,1.0,0.95,0.936,955,1152,0.78,0.8442822384428224,0.8567774936061381,192,0.000156
11529,1789303088.7075331,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95172,0.02604,0.02225,0.22674,0.0,0.0,0.64462,0.8192384421892619,0.818880854113407,0.8320847326272282,0.9,0.94,0.944,9445,11529,0.7929759704251387,0.8080939947780679,0.8555725971370143,0.8289930555555556,0.8270199106829867,0.8503740648379052,1.0,0.95,0.936,955,1152,0.78,0.8442822384428224,0.8567774936061381,192,4.5e-05
11530,1789303088.7081316,dots_0_2_stage2_1,probe,0,2,2,1,1.0,0.0065,0.05569,0.93781,0.25377,1.92763,1.44,2.48591,0.8192541196877711,0.8188931573251681,0.832106418700762,0.9,0.94,0.944,9446,11530,0.7929759704251387,0.8080939947780679,0.8556095067722975,0.8291413703382481,0.8271416985285599,0.8505603985056039,1.0,0.95,0.936,956,1153,0.78,0.8442822384428224,0.8571428571428571,0,0.0
11531,1789303088.70875,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95363,0.02407,0.0223,0.2198,0.0,0.0,0.59257,0.8192697944670887,0.8189113748568095,0.832106418700762,0.9,0.94,0.944,9447,11531,0.7930306230200633,0.8080939947780679,0.8556095067722975,0.8291413703382481,0.8271416985285599,0.8505603985056039,1.0,0.95,0.936,956,1153,0.78,0.8442822384428224,0.8571428571428571,192,3.9e-05
11532,1789303088.7095,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.01364,0.96411,0.02225,0.17847,1.96447,1.44,2.43464,0.8192854665279223,0.818928072499307,0.8321280991735537,0.9,0.94,0.944,9448,11532,0.7930306230200633,0.8081440877055599,0.8556095067722975,0.8291413703382481,0.8271416985285599,0.8505603985056039,1.0,0.95,0.936,956,1153,0.78,0.8442822384428224,0.8571428571428571,192,0.000395
11533,1789303088.9509392,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95622,0.02238,0.0214,0.21011,0.0,0.0,0.49952,0.819301135870979,0.8189462804149382,0.8321280991735537,0.9,0.94,0.944,9449,11533,0.793085246766957,0.8081440877055599,0.8556095067722975,0.8291413703382481,0.8271416985285599,0.8505603985056039,1.0,0.95,0.936,956,1153,0.78,0.8442822384428224,0.8571428571428571,192,3.5e-05
11534,1789303088.951677,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00462,0.11555,0.87983,0.38683,1.95791,1.44,2.38737,0.8193168024969655,0.8189585773399277,0.8321497740477728,0.9,0.94,0.944,9450,11534,0.793085246766957,0.8081440877055599,0.8556463975472662,0.8291413703382481,0.8271416985285599,0.8505603985056039,1.0,0.95,0.936,956,1153,0.78,0.8442822384428224,0.8571428571428571,192,0.001391
11535,1789303088.952558,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00218,0.01488,0.98294,0.09287,1.89055,1.44,2.4201,0.8193324664065886,0.8189708679829634,0.8321714433255873,0.9,0.94,0.944,9451,11535,0.793085246766957,0.8081440877055599,0.855683269476373,0.8291413703382481,0.8271416985285599,0.8505603985056039,1.0,0.95,0.936,956,1153,0.78,0.8442822384428224,0.8571428571428571,192,0.000213
11536,1789303088.9533865,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95148,0.02796,0.02057,0.22721,0.0,0.0,0.63525,0.8193481276005548,0.8189890662901957,0.8321714433255873,0.9,0.94,0.944,9452,11536,0.7931398416886544,0.8081440877055599,0.855683269476373,0.8291413703382481,0.8271416985285599,0.8505603985056039,1.0,0.95,0.936,956,1153,0.78,0.8442822384428224,0.8571428571428571,192,4.5e-05
11537,1789303088.95406,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00088,0.01187,0.98725,0.07147,1.97844,1.44,2.50234,0.8193637860795701,0.8190013506560897,0.8321931070091648,0.9,0.94,0.944,9453,11537,0.7931398416886544,0.8081440877055599,0.8557201225740552,0.8291413703382481,0.8271416985285599,0.8505603985056039,1.0,0.95,0.936,956,1153,0.78,0.8442822384428224,0.8571428571428571,192,0.00016
11538,1789303088.9547584,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.0001,0.00399,0.99591,0.02702,2.04398,1.44,2.62176,0.8193794418443404,0.81901362874965,0.8322147651006712,0.9,0.94,0.944,9454,11538,0.7931398416886544,0.8081440877055599,0.8557569568547357,0.8291413703382481,0.8271416985285599,0.8505603985056039,1.0,0.95,0.936,956,1153,0.78,0.8442822384428224,0.8571428571428571,192,5.4e-05
11539,1789303088.955422,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00192,0.01943,0.97865,0.10968,2.03802,1.44,2.59215,0.8193950948955715,0.8190259005756791,0.8322364176022713,0.9,0.94,0.944,9455,11539,0.7931398416886544,0.8081440877055599,0.8557937723328228,0.8291413703382481,0.8271416985285599,0.8505603985056039,1.0,0.95,0.936,956,1153,0.78,0.8442822384428224,0.8571428571428571,192,0.000265
11540,1789303088.9560504,dots_0_2_stage2_1,probe,0,0,0,1,1.0,0.95168,0.02611,0.02221,0.22687,0.0,0.0,0.61682,0.8194107452339688,0.8190440892821164,0.8322364176022713,0.9,0.94,0.944,9456,11540,0.7931944078079662,0.8081440877055599,0.8557937723328228,0.8292894280762565,0.8273506254041534,0.8505603985056039,1.0,0.95,0.936,957,1154,0.7806267806267806,0.8442822384428224,0.8571428571428571,0,0.0
11541,1789303088.9566283,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95303,0.02293,0.02404,0.22203,0.0,0.0,0.60116,0.8194263928602374,0.819062268395354,0.8322364176022713,0.9,0.94,0.944,9457,11541,0.7932489451476793,0.8081440877055599,0.8557937723328228,0.8292894280762565,0.8273506254041534,0.8505603985056039,1.0,0.95,0.936,957,1154,0.7806267806267806,0.8442822384428224,0.8571428571428571,192,4.2e-05
11542,1789303088.9572406,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00421,0.90972,0.08607,0.32019,2.10659,1.44,2.5552,0.8194420377750823,0.8190789573230065,0.832258064516129,0.95,0.94,0.944,9458,11542,0.7932489451476793,0.8081941544885177,0.8557937723328228,0.8292894280762565,0.8273506254041534,0.8505603985056039,1.0,0.95,0.936,957,1154,0.7806267806267806,0.8442822384428224,0.8571428571428571,192,0.001149
11543,1789303088.9578466,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95026,0.02224,0.0275,0.23195,0.0,0.0,0.51757,0.8194576799792082,0.8190971268506323,0.832258064516129,0.95,0.94,0.944,9459,11543,0.7933034537305563,0.8081941544885177,0.8557937723328228,0.8292894280762565,0.8273506254041534,0.8505603985056039,1.0,0.95,0.936,957,1154,0.7806267806267806,0.8442822384428224,0.8571428571428571,192,4.4e-05
11544,1789303088.958827,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.0006,0.01005,0.98936,0.06123,2.08221,1.44,2.5504,0.8194733194733195,0.819109392413928,0.8322797058444071,0.95,0.94,0.944,9460,11544,0.7933034537305563,0.8081941544885177,0.8558305690227098,0.8292894280762565,0.8273506254041534,0.8505603985056039,1.0,0.95,0.936,957,1154,0.7806267806267806,0.8442822384428224,0.8571428571428571,192,0.000142
11545,1789303089.2032995,dots_0_2_stage2_1,train,1,2,1,0,-1.0,0.01489,0.82471,0.16041,0.51512,1.87743,1.44,2.47749,0.819402338674751,0.8190366177056777,0.832172342621259,0.9,0.93,0.942,9460,11545,0.7933034537305563,0.8081941544885177,0.8556122448979592,0.8292894280762565,0.8273506254041534,0.8505603985056039,1.0,0.95,0.936,957,1154,0.7806267806267806,0.8442822384428224,0.8571428571428571,192,0.001892
11546,1789303089.2040534,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95244,0.02558,0.02198,0.22411,0.0,0.0,0.56538,0.8194179802529015,0.8190547776552709,0.832172342621259,0.9,0.93,0.942,9461,11546,0.7933579335793358,0.8081941544885177,0.8556122448979592,0.8292894280762565,0.8273506254041534,0.8505603985056039,1.0,0.95,0.936,957,1154,0.7806267806267806,0.8442822384428224,0.8571428571428571,192,3.9e-05
11547,1789303089.2047052,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00029,0.01581,0.9839,0.08393,2.13451,1.44,2.82937,0.8194336191218499,0.8190670523942917,0.832193989423449,0.95,0.93,0.942,9462,11547,0.7933579335793358,0.8081941544885177,0.8556490691150217,0.8292894280762565,0.8273506254041534,0.8505603985056039,1.0,0.95,0.936,957,1154,0.7806267806267806,0.8442822384428224,0.8571428571428571,192,0.000231
11548,1789303089.205365,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.9504,0.02588,0.02371,0.23166,0.0,0.0,0.53862,0.8194492552823,0.819085202773424,0.832193989423449,0.95,0.93,0.942,9463,11548,0.7934123847167326,0.8081941544885177,0.8556490691150217,0.8292894280762565,0.8273506254041534,0.8505603985056039,1.0,0.95,0.936,957,1154,0.7806267806267806,0.8442822384428224,0.8571428571428571,192,4.6e-05
11549,1789303089.2060008,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00035,0.00155,0.9981,0.01474,1.96004,1.44,2.54521,0.8194648887349554,0.8190974712530165,0.8322156306422491,0.95,0.93,0.942,9464,11549,0.7934123847167326,0.8081941544885177,0.8556858745537991,0.8292894280762565,0.8273506254041534,0.8505603985056039,1.0,0.95,0.936,957,1154,0.7806267806267806,0.8442822384428224,0.8571428571428571,192,2.5e-05
11550,1789303089.2066774,dots_0_2_stage2_1,probe,0,1,1,1,1.0,0.00427,0.96323,0.0325,0.17076,1.93363,1.44,2.53369,0.8194805194805195,0.8191141514726453,0.8322372662798194,0.95,0.93,0.942,9465,11550,0.7934123847167326,0.8082441951474041,0.8556858745537991,0.8294372294372294,0.8274766106481316,0.8507462686567164,1.0,0.95,0.936,958,1155,0.7806267806267806,0.8446601941747572,0.8571428571428571,0,0.0
11551,1789303089.208032,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00925,0.94017,0.05057,0.25226,1.97824,1.44,2.61171,0.8194961475196952,0.8191308229910641,0.8322588963383187,0.95,0.93,0.942,9466,11551,0.7934123847167326,0.8082942097026604,0.8556858745537991,0.8294372294372294,0.8274766106481316,0.8507462686567164,1.0,0.95,0.936,958,1155,0.7806267806267806,0.8446601941747572,0.8571428571428571,192,0.000686
11552,1789303089.2087202,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00117,0.98491,0.01392,0.08237,1.93167,1.44,2.45631,0.8195117728531855,0.8191474858150795,0.8322805208199046,0.95,0.93,0.942,9467,11552,0.7934123847167326,0.8083441981747066,0.8556858745537991,0.8294372294372294,0.8274766106481316,0.8507462686567164,1.0,0.95,0.936,958,1155,0.7806267806267806,0.8446601941747572,0.8571428571428571,192,0.000185
11553,1789303089.2093856,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95408,0.02167,0.02425,0.21808,0.0,0.0,0.53289,0.8195273954816931,0.8191656266313143,0.8322805208199046,0.95,0.94,0.942,9468,11553,0.7934668071654373,0.8083441981747066,0.8556858745537991,0.8294372294372294,0.8274766106481316,0.8507462686567164,1.0,0.95,0.936,958,1155,0.7806267806267806,0.8446601941747572,0.8571428571428571,192,3.6e-05
11554,1789303089.2099826,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95351,0.02471,0.02179,0.22018,0.0,0.0,0.67173,0.81954301540592,0.8191837578922075,0.8322805208199046,0.95,0.94,0.942,9469,11554,0.793521200948117,0.8083441981747066,0.8556858745537991,0.8294372294372294,0.8274766106481316,0.8507462686567164,1.0,0.95,0.936,958,1155,0.7806267806267806,0.8446601941747572,0.8571428571428571,192,4.6e-05
11555,1789303089.2106106,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00096,0.0118,0.98723,0.07177,1.93431,1.44,2.4316,0.8195586326265686,0.8191960201171584,0.8323021397267337,0.95,0.95,0.942,9470,11555,0.793521200948117,0.8083441981747066,0.8557226612286516,0.8294372294372294,0.8274766106481316,0.8507462686567164,1.0,0.95,0.936,958,1155,0.7806267806267806,0.8446601941747572,0.8571428571428571,192,0.000154
11556,1789303089.2112548,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95696,0.02158,0.02146,0.20731,0.0,0.0,0.57134,0.8195742471443406,0.8192141418302575,0.8323021397267337,0.95,0.95,0.942,9471,11556,0.7935755660874144,0.8083441981747066,0.8557226612286516,0.8294372294372294,0.8274766106481316,0.8507462686567164,1.0,0.95,0.936,958,1155,0.7806267806267806,0.8446601941747572,0.8571428571428571,192,3.5e-05
11557,1789303089.4679072,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.0033,0.96457,0.03213,0.16411,1.91773,1.44,2.40566,0.8195898589599377,0.8192307959666693,0.8323237530609615,0.95,0.95,0.942,9472,11557,0.7935755660874144,0.8083941605839416,0.8557226612286516,0.8294372294372294,0.8274766106481316,0.8507462686567164,1.0,0.95,0.936,958,1155,0.7806267806267806,0.8446601941747572,0.8571428571428571,192,0.000396
11558,1789303089.4688866,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95129,0.02773,0.02098,0.228,0.0,0.0,0.6699,0.8196054680740612,0.8192489081395141,0.8323237530609615,0.95,0.95,0.942,9473,11558,0.7936299026059489,0.8083941605839416,0.8557226612286516,0.8294372294372294,0.8274766106481316,0.8507462686567164,1.0,0.95,0.936,958,1155,0.7806267806267806,0.8446601941747572,0.8571428571428571,192,4.9e-05
11559,1789303089.4695408,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95418,0.02516,0.02066,0.21756,0.0,0.0,0.50453,0.8196210744874124,0.8192670107796364,0.8323237530609615,0.95,0.95,0.942,9474,11559,0.7936842105263158,0.8083941605839416,0.8557226612286516,0.8294372294372294,0.8274766106481316,0.8507462686567164,1.0,0.95,0.936,958,1155,0.7806267806267806,0.8446601941747572,0.8571428571428571,192,3.6e-05
11560,1789303089.4702096,dots_0_2_stage2_1,probe,0,2,2,1,1.0,0.00047,0.01784,0.98168,0.09361,1.98675,1.44,2.49638,0.8196366782006921,0.8192792667547274,0.8323453608247423,0.95,0.95,0.942,9475,11560,0.7936842105263158,0.8083941605839416,0.8557594291539246,0.8295847750865052,0.827597778708231,0.8509316770186336,1.0,0.95,0.936,959,1156,0.7806267806267806,0.8446601941747572,0.8575063613231552,0,0.0
11561,1789303089.4709046,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95271,0.02298,0.02431,0.22321,0.0,0.0,0.603,0.8196522792146008,0.8192973598696508,0.8323453608247423,0.95,0.95,0.942,9476,11561,0.7937384898710865,0.8083941605839416,0.8557594291539246,0.8295847750865052,0.827597778708231,0.8509316770186336,1.0,0.95,0.936,959,1156,0.7806267806267806,0.8446601941747572,0.8575063613231552,192,4.3e-05
11562,1789303089.4715288,dots_0_2_stage2_1,train,1,2,1,0,-1.0,0.00327,0.88531,0.11142,0.37106,2.06541,1.44,2.61883,0.8195813873032347,0.8192246839096379,0.8322381136451488,0.9,0.94,0.94,9476,11562,0.7937384898710865,0.8083941605839416,0.8555414012738853,0.8295847750865052,0.827597778708231,0.8509316770186336,1.0,0.95,0.936,959,1156,0.7806267806267806,0.8446601941747572,0.8575063613231552,192,0.001549
11563,1789303089.472202,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00645,0.92109,0.07246,0.29845,1.91846,1.44,2.35075,0.8195969904004151,0.8192413293652382,0.8322597268745169,0.9,0.94,0.94,9477,11563,0.7937384898710865,0.8084440969507428,0.8555414012738853,0.8295847750865052,0.827597778708231,0.8509316770186336,1.0,0.95,0.936,959,1156,0.7806267806267806,0.8446601941747572,0.8575063613231552,192,0.00092
11564,1789303089.4728343,dots_0_2_stage2_1,train,1,0,0,1,1.0,0.95381,0.0226,0.02358,0.21914,0.0,0.0,0.56223,0.8196125907990315,0.8192594129624791,0.8322597268745169,0.9,0.94,0.942,9478,11564,0.793792740662809,0.8084440969507428,0.8555414012738853,0.8295847750865052,0.827597778708231,0.8509316770186336,1.0,0.95,0.936,959,1156,0.7806267806267806,0.8446601941747572,0.8575063613231552,192,3.8e-05
11565,1789303089.4734383,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00129,0.96746,0.03125,0.14892,1.98733,1.44,2.49562,0.8196281884997838,0.8192760497440537,0.8322813345356177,0.95,0.94,0.942,9479,11565,0.793792740662809,0.8084940072954664,0.8555414012738853,0.8295847750865052,0.827597778708231,0.8509316770186336,1.0,0.95,0.936,959,1156,0.7806267806267806,0.8446601941747572,0.8575063613231552,192,0.000417
11566,1789303089.4742274,dots_0_2_stage2_1,train,1,1,1,1,1.0,0.00521,0.92353,0.07126,0.28907,2.13332,1.44,2.75315,0.819643783503372,0.8192926778583806,0.8323029366306027,0.95,0.94,0.942,9480,11566,0.793792740662809,0.8085438916384475,0.8555414012738853,0.8295847750865052,0.827597778708231,0.8509316770186336,1.0,0.95,0.936,959,1156,0.7806267806267806,0.8446601941747572,0.8575063613231552,192,0.000967
11567,1789303089.4751155,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00435,0.01384,0.98181,0.1009,1.88942,1.44,2.51764,0.8196593758104954,0.8193049429796853,0.8323245331616227,0.95,0.94,0.942,9481,11567,0.793792740662809,0.8085438916384475,0.8555781966377993,0.8295847750865052,0.827597778708231,0.8509316770186336,1.0,0.95,0.936,959,1156,0.7806267806267806,0.8446601941747572,0.8575063613231552,192,0.000211
11568,1789303089.4758506,dots_0_2_stage2_1,train,1,2,2,1,1.0,0.00499,0.17095,0.82406,0.48786,1.98244,1.44,2.4929,0.8196749654218534,0.8193172018544296,0.8323461241308266,0.95,0.94,0.942,9482,11568,0.793792740662809,0.8085438916384475,0.8556149732620321,0.8295847750865052,0.827597778708231,0.8509316770186336,1.0,0.95,0.936,959,1156,0.7806267806267806,0.8446601941747572,0.8575063613231552,192,0.001983
