trial,timestamp,phase,trial_kind,learning_enabled,target,answer,correct,reward,p0,p1,p2,policy_entropy,stimulus_profile,signal_energy,area_factor,requested_area_factor,post_noise_energy,min_pair_distance,gain_ratio,overall,balanced_accuracy,one_vs_two_accuracy,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,probe_overall,probe_balanced_accuracy,probe_one_vs_two_accuracy,probe_recent_20,probe_recent_100,probe_recent_500,probe_successes,probe_attempts,probe_target_0_accuracy,probe_target_1_accuracy,probe_target_2_accuracy,active_synapses,mean_delta_w
8133,1789304298.8126552,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.03863,0.94347,0.0179,0.25261,ood,2.0345,2.04724,2.04723,2.52719,2.0,2.2076,0.6421984507561785,0.644589719613503,0.4905208908521995,0.6,0.67,0.658,5223,8133,0.9474074074074074,0.9311111111111111,0.055250640321990487,0.6421984507561785,0.644589719613503,0.4905208908521995,0.6,0.67,0.658,5223,8133,0.9474074074074074,0.9311111111111111,0.055250640321990487,0,0.0
8134,1789304298.813287,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.93522,0.03396,0.03082,0.28473,ood,0.0,0.0,0.0,0.63672,,,0.6422424391443324,0.6445962101222766,0.4905208908521995,0.6,0.68,0.658,5224,8134,0.9474268789337282,0.9311111111111111,0.055250640321990487,0.6422424391443324,0.6445962101222766,0.4905208908521995,0.6,0.68,0.658,5224,8134,0.9474268789337282,0.9311111111111111,0.055250640321990487,0,0.0
8135,1789304298.8144104,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.07121,0.91025,0.01854,0.34768,ood,2.03697,2.04628,2.04628,2.50262,2.0,2.37733,0.6421634910878918,0.6445894738822958,0.4904306220095694,0.6,0.68,0.656,5224,8135,0.9474268789337282,0.9311111111111111,0.05523043160204828,0.6421634910878918,0.6445894738822958,0.4904306220095694,0.6,0.68,0.656,5224,8135,0.9474268789337282,0.9311111111111111,0.05523043160204828,0,0.0
8136,1789304298.8152301,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.01069,0.98034,0.00897,0.11026,ood,1.85466,0.94986,0.94986,2.39737,2.23607,2.09981,0.6420845624385447,0.6445827425682676,0.49034038638454464,0.6,0.67,0.654,5224,8136,0.9474268789337282,0.9311111111111111,0.05521023765996344,0.6420845624385447,0.6445827425682676,0.49034038638454464,0.6,0.67,0.654,5224,8136,0.9474268789337282,0.9311111111111111,0.05521023765996344,0,0.0
8137,1789304299.0705016,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.03096,0.9261,0.04294,0.31387,ood,1.8997,1.96852,1.96852,2.45251,2.23607,2.1728,0.642005653189136,0.6445760161747905,0.4902501839587932,0.55,0.66,0.652,5224,8137,0.9474268789337282,0.9311111111111111,0.055190058479532164,0.642005653189136,0.6445760161747905,0.4902501839587932,0.55,0.66,0.652,5224,8137,0.9474268789337282,0.9311111111111111,0.055190058479532164,0,0.0
8138,1789304299.0711772,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.9424,0.02733,0.03027,0.26015,ood,0.0,0.0,0.0,0.56389,,,0.6420496436470877,0.6445825018793385,0.4902501839587932,0.55,0.67,0.652,5225,8138,0.9474463360473723,0.9311111111111111,0.055190058479532164,0.6420496436470877,0.6445825018793385,0.4902501839587932,0.55,0.67,0.652,5225,8138,0.9474463360473723,0.9311111111111111,0.055190058479532164,0,0.0
8139,1789304299.0719073,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.0076,0.99024,0.00216,0.06004,ood,2.1311,0.94096,0.94096,2.70169,2.23607,2.34132,0.641970758078388,0.6445757804010193,0.4901600147139967,0.55,0.66,0.652,5225,8139,0.9474463360473723,0.9311111111111111,0.05516989404457435,0.641970758078388,0.6445757804010193,0.4901600147139967,0.55,0.66,0.652,5225,8139,0.9474463360473723,0.9311111111111111,0.05516989404457435,0,0.0
8140,1789304299.0725605,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00688,0.99082,0.00231,0.05738,ood,2.07354,1.94432,1.94432,2.60745,,,0.6420147420147421,0.6445842820533565,0.49025376976829715,0.55,0.66,0.652,5226,8140,0.9474463360473723,0.9311366160681229,0.05516989404457435,0.6420147420147421,0.6445842820533565,0.49025376976829715,0.55,0.66,0.652,5226,8140,0.9474463360473723,0.9311366160681229,0.05516989404457435,0,0.0
8141,1789304299.073149,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94674,0.02804,0.02522,0.24484,ood,0.0,0.0,0.0,0.55823,,,0.6420587151455596,0.6445907629590111,0.49025376976829715,0.55,0.66,0.652,5227,8141,0.9474657787643359,0.9311366160681229,0.05516989404457435,0.6420587151455596,0.6445907629590111,0.49025376976829715,0.55,0.66,0.652,5227,8141,0.9474657787643359,0.9311366160681229,0.05516989404457435,0,0.0
8142,1789304299.0739107,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.04695,0.87426,0.07879,0.46128,ood,2.00791,1.90575,1.90575,2.4367,2.0,2.18064,0.6419798575288627,0.6445840463904641,0.49016363302077587,0.5,0.66,0.65,5227,8142,0.9474657787643359,0.9311366160681229,0.05514974433893353,0.6419798575288627,0.6445840463904641,0.49016363302077587,0.5,0.66,0.65,5227,8142,0.9474657787643359,0.9311366160681229,0.05514974433893353,0,0.0
8143,1789304299.0751908,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.03541,0.94834,0.01625,0.23554,ood,2.05798,0.91396,0.91396,2.63292,2.23607,2.01498,0.6419010192803635,0.6445773347263118,0.4900735294117647,0.5,0.66,0.648,5227,8143,0.9474657787643359,0.9311366160681229,0.055129609346476816,0.6419010192803635,0.6445773347263118,0.4900735294117647,0.5,0.66,0.648,5227,8143,0.9474657787643359,0.9311366160681229,0.055129609346476816,0,0.0
8144,1789304299.0759,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94205,0.03044,0.02752,0.26139,ood,0.0,0.0,0.0,0.56513,,,0.6419449901768173,0.6445838108383971,0.4900735294117647,0.5,0.66,0.648,5228,8144,0.9474852071005917,0.9311366160681229,0.055129609346476816,0.6419449901768173,0.6445838108383971,0.4900735294117647,0.5,0.66,0.648,5228,8144,0.9474852071005917,0.9311366160681229,0.055129609346476816,0,0.0
8145,1789304299.076512,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01208,0.98324,0.00468,0.09507,ood,2.01004,2.03208,2.03208,2.56555,,,0.6419889502762431,0.6445923061978756,0.49016724866752437,0.55,0.66,0.65,5229,8145,0.9474852071005917,0.9311621021465581,0.055129609346476816,0.6419889502762431,0.6445923061978756,0.49016724866752437,0.55,0.66,0.65,5229,8145,0.9474852071005917,0.9311621021465581,0.055129609346476816,0,0.0
8146,1789304299.0773084,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.01774,0.95745,0.02481,0.20487,ood,2.1278,0.98683,0.98683,2.64007,2.0,2.49304,0.6419101399459858,0.6445855994327482,0.490077177508269,0.55,0.65,0.65,5229,8146,0.9474852071005917,0.9311621021465581,0.05510948905109489,0.6419101399459858,0.6445855994327482,0.490077177508269,0.55,0.65,0.65,5229,8146,0.9474852071005917,0.9311621021465581,0.05510948905109489,0,0.0
8147,1789304299.0781357,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.14077,0.76263,0.09659,0.70842,ood,2.03479,1.00039,1.00039,2.69166,2.82843,1.84412,0.6418313489628084,0.644578897561284,0.4899871394451589,0.55,0.65,0.648,5229,8147,0.9474852071005917,0.9311621021465581,0.05508938343670193,0.6418313489628084,0.644578897561284,0.4899871394451589,0.55,0.65,0.648,5229,8147,0.9474852071005917,0.9311621021465581,0.05508938343670193,0,0.0
8148,1789304299.0787532,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94,0.02731,0.03269,0.26833,ood,0.0,0.0,0.0,0.69687,,,0.6418753068237605,0.6445853688851163,0.4899871394451589,0.55,0.65,0.65,5230,8148,0.9475046210720888,0.9311621021465581,0.05508938343670193,0.6418753068237605,0.6445853688851163,0.4899871394451589,0.55,0.65,0.65,5230,8148,0.9475046210720888,0.9311621021465581,0.05508938343670193,0,0.0
8149,1789304299.3377573,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00995,0.98006,0.00998,0.11161,ood,1.90825,1.92229,1.92229,2.45152,,,0.6419192538961835,0.6445938579587202,0.49008082292432037,0.55,0.65,0.65,5231,8149,0.9475046210720888,0.9311875693673696,0.05508938343670193,0.6419192538961835,0.6445938579587202,0.49008082292432037,0.55,0.65,0.65,5231,8149,0.9475046210720888,0.9311875693673696,0.05508938343670193,0,0.0
8150,1789304299.3385038,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.01671,0.97447,0.00882,0.13531,ood,1.96592,0.91008,0.91008,2.44572,2.23607,2.2902,0.641840490797546,0.6445871609755647,0.48999081726354454,0.5,0.64,0.65,5231,8150,0.9475046210720888,0.9311875693673696,0.05506929248723559,0.641840490797546,0.6445871609755647,0.48999081726354454,0.5,0.64,0.65,5231,8150,0.9475046210720888,0.9311875693673696,0.05506929248723559,0,0.0
8151,1789304299.3395982,dots_0_2_stage2_2_ood,ood_eval,0,1,0,0,-1.0,0.08543,0.85517,0.0594,0.51168,ood,2.02903,1.95066,1.95066,2.55759,,,0.641761747024905,0.6444723696085323,0.4899008446566287,0.45,0.64,0.65,5231,8151,0.9475046210720888,0.9308431952662722,0.05506929248723559,0.641761747024905,0.6444723696085323,0.4899008446566287,0.45,0.64,0.65,5231,8151,0.9475046210720888,0.9308431952662722,0.05506929248723559,0,0.0
8152,1789304299.340219,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94375,0.02699,0.02926,0.25546,ood,0.0,0.0,0.0,0.64385,,,0.6418056918547596,0.6444788361494201,0.4899008446566287,0.45,0.65,0.65,5232,8152,0.9475240206947524,0.9308431952662722,0.05506929248723559,0.6418056918547596,0.6444788361494201,0.4899008446566287,0.45,0.65,0.65,5232,8152,0.9475240206947524,0.9308431952662722,0.05506929248723559,0,0.0
8153,1789304299.340823,dots_0_2_stage2_2_ood,ood_eval,0,0,1,0,-1.0,0.94408,0.02834,0.02757,0.25433,ood,0.0,0.0,0.0,0.51706,,,0.6417269716668711,0.6443621603680268,0.4899008446566287,0.45,0.64,0.648,5232,8153,0.9471739933505726,0.9308431952662722,0.05506929248723559,0.6417269716668711,0.6443621603680268,0.4899008446566287,0.45,0.64,0.648,5232,8153,0.9471739933505726,0.9308431952662722,0.05506929248723559,0,0.0
8154,1789304299.3414028,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94104,0.02846,0.0305,0.26492,ood,0.0,0.0,0.0,0.69088,,,0.6417709099828305,0.6443686628306867,0.4899008446566287,0.45,0.65,0.648,5233,8154,0.9471935007385525,0.9308431952662722,0.05506929248723559,0.6417709099828305,0.6443686628306867,0.4899008446566287,0.45,0.65,0.648,5233,8154,0.9471935007385525,0.9308431952662722,0.05506929248723559,0,0.0
8155,1789304299.3427913,dots_0_2_stage2_2_ood,ood_eval,0,2,0,0,-1.0,0.06549,0.914,0.02051,0.34042,ood,1.99703,2.0294,2.0294,2.52576,2.23607,2.34408,0.6416922133660331,0.6443619707304938,0.4898109050853681,0.45,0.64,0.646,5233,8155,0.9471935007385525,0.9308431952662722,0.055049216186656945,0.6416922133660331,0.6443619707304938,0.4898109050853681,0.45,0.64,0.646,5233,8155,0.9471935007385525,0.9308431952662722,0.055049216186656945,0,0.0
8156,1789304299.3435209,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94159,0.02862,0.02979,0.26306,ood,0.0,0.0,0.0,0.63706,,,0.6417361451692006,0.6443684683925169,0.4898109050853681,0.5,0.65,0.646,5234,8156,0.9472129937246216,0.9308431952662722,0.055049216186656945,0.6417361451692006,0.6443684683925169,0.4898109050853681,0.5,0.65,0.646,5234,8156,0.9472129937246216,0.9308431952662722,0.055049216186656945,0,0.0
8157,1789304299.3441565,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01645,0.88144,0.10211,0.41177,ood,1.9831,0.88943,0.88943,2.51262,,,0.6417800662008091,0.6443769904879862,0.48990455212922174,0.55,0.65,0.648,5235,8157,0.9472129937246216,0.9308687615526802,0.055049216186656945,0.6417800662008091,0.6443769904879862,0.48990455212922174,0.55,0.65,0.648,5235,8157,0.9472129937246216,0.9308687615526802,0.055049216186656945,0,0.0
8158,1789304299.344808,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00897,0.98472,0.00631,0.08942,ood,2.05095,2.04537,2.04537,2.54713,,,0.6418239764648198,0.6443855062847893,0.4899981648008809,0.55,0.66,0.65,5236,8158,0.9472129937246216,0.9308943089430894,0.055049216186656945,0.6418239764648198,0.6443855062847893,0.4899981648008809,0.55,0.66,0.65,5236,8158,0.9472129937246216,0.9308943089430894,0.055049216186656945,0,0.0
8159,1789304299.3454192,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94575,0.03134,0.02291,0.24778,ood,0.0,0.0,0.0,0.68279,,,0.6418678759651918,0.6443919991514899,0.4899981648008809,0.6,0.66,0.652,5237,8159,0.9472324723247233,0.9308943089430894,0.055049216186656945,0.6418678759651918,0.6443919991514899,0.4899981648008809,0.6,0.66,0.652,5237,8159,0.9472324723247233,0.9308943089430894,0.055049216186656945,0,0.0
8160,1789304299.345995,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94018,0.0357,0.02411,0.26679,ood,0.0,0.0,0.0,0.62756,,,0.6419117647058824,0.6443984872281744,0.4899981648008809,0.6,0.67,0.654,5238,8160,0.9472519365547768,0.9308943089430894,0.055049216186656945,0.6419117647058824,0.6443984872281744,0.4899981648008809,0.6,0.67,0.654,5238,8160,0.9472519365547768,0.9308943089430894,0.055049216186656945,0,0.0
8161,1789304299.6044009,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.9461,0.0302,0.0237,0.24682,ood,0.0,0.0,0.0,0.58513,,,0.6419556426908467,0.6444049705201417,0.4899981648008809,0.6,0.67,0.654,5239,8161,0.9472713864306784,0.9308943089430894,0.055049216186656945,0.6419556426908467,0.6444049705201417,0.4899981648008809,0.6,0.67,0.654,5239,8161,0.9472713864306784,0.9308943089430894,0.055049216186656945,0,0.0
8162,1789304299.6053247,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.0211,0.95861,0.02029,0.20103,ood,2.12029,2.00668,2.00668,2.52659,2.23607,2.18254,0.6418769909335947,0.6443982832975728,0.48990825688073397,0.6,0.67,0.652,5239,8162,0.9472713864306784,0.9308943089430894,0.055029154518950435,0.6418769909335947,0.6443982832975728,0.48990825688073397,0.6,0.67,0.652,5239,8162,0.9472713864306784,0.9308943089430894,0.055029154518950435,0,0.0
8163,1789304299.6062796,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.08907,0.85221,0.05872,0.51816,ood,1.90552,1.97175,1.97175,2.31503,2.82843,2.16084,0.6417983584466496,0.6443916009472973,0.4898183819482664,0.6,0.66,0.65,5239,8163,0.9472713864306784,0.9308943089430894,0.05500910746812386,0.6417983584466496,0.6443916009472973,0.4898183819482664,0.6,0.66,0.65,5239,8163,0.9472713864306784,0.9308943089430894,0.05500910746812386,0,0.0
8164,1789304299.6071002,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94436,0.02987,0.02577,0.2532,ood,0.0,0.0,0.0,0.60044,,,0.6418422341989221,0.644398079459838,0.4898183819482664,0.6,0.67,0.652,5240,8164,0.9472908219683007,0.9308943089430894,0.05500910746812386,0.6418422341989221,0.644398079459838,0.4898183819482664,0.6,0.67,0.652,5240,8164,0.9472908219683007,0.9308943089430894,0.05500910746812386,0,0.0
8165,1789304299.6079316,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.00553,0.97145,0.02302,0.14369,ood,2.14723,0.94957,0.94957,2.55602,2.23607,2.51637,0.6417636252296387,0.6443914019765328,0.4897285399853265,0.55,0.67,0.65,5240,8165,0.9472908219683007,0.9308943089430894,0.0549890750182083,0.6417636252296387,0.6443914019765328,0.4897285399853265,0.55,0.67,0.65,5240,8165,0.9472908219683007,0.9308943089430894,0.0549890750182083,0,0.0
8166,1789304299.6089098,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.03343,0.94087,0.0257,0.26505,ood,2.12548,1.91106,1.91106,2.65012,2.23607,2.19598,0.6416850355131031,0.6443847293548828,0.4896387309737759,0.55,0.66,0.648,5240,8166,0.9472908219683007,0.9308943089430894,0.0549690571532581,0.6416850355131031,0.6443847293548828,0.4896387309737759,0.55,0.66,0.648,5240,8166,0.9472908219683007,0.9308943089430894,0.0549690571532581,0,0.0
8167,1789304299.6100037,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.00491,0.9924,0.00269,0.04962,ood,2.0063,0.88902,0.88902,2.4798,2.23607,2.41923,0.6416064650422432,0.6443780615895803,0.48954895489548955,0.55,0.65,0.646,5240,8167,0.9472908219683007,0.9308943089430894,0.0549490538573508,0.6416064650422432,0.6443780615895803,0.48954895489548955,0.55,0.65,0.646,5240,8167,0.9472908219683007,0.9308943089430894,0.0549490538573508,0,0.0
8168,1789304299.610964,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.08554,0.75042,0.16404,0.72232,ood,1.86039,0.89431,0.89431,2.38954,2.23607,2.19494,0.6415279138099902,0.6443713986753258,0.4894592117323556,0.5,0.64,0.644,5240,8168,0.9472908219683007,0.9308943089430894,0.054929065114587124,0.6415279138099902,0.6443713986753258,0.4894592117323556,0.5,0.64,0.644,5240,8168,0.9472908219683007,0.9308943089430894,0.054929065114587124,0,0.0
8169,1789304299.6117778,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00358,0.99403,0.00239,0.04054,ood,2.1473,1.94074,1.94074,2.75583,,,0.641571795813441,0.644379908180443,0.4895527859237537,0.5,0.64,0.644,5241,8169,0.9472908219683007,0.9309198374584411,0.054929065114587124,0.641571795813441,0.644379908180443,0.4895527859237537,0.5,0.64,0.644,5241,8169,0.9472908219683007,0.9309198374584411,0.054929065114587124,0,0.0
8170,1789304299.6125233,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.93596,0.03728,0.02676,0.28146,ood,0.0,0.0,0.0,0.62558,,,0.6416156670746634,0.6443863819188403,0.4895527859237537,0.55,0.64,0.644,5242,8170,0.947310243183493,0.9309198374584411,0.054929065114587124,0.6416156670746634,0.6443863819188403,0.4895527859237537,0.55,0.64,0.644,5242,8170,0.947310243183493,0.9309198374584411,0.054929065114587124,0,0.0
8171,1789304299.6132185,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94374,0.02865,0.02761,0.25555,ood,0.0,0.0,0.0,0.54358,,,0.6416595275976013,0.6443928508883697,0.4895527859237537,0.6,0.64,0.644,5243,8171,0.947329650092081,0.9309198374584411,0.054929065114587124,0.6416595275976013,0.6443928508883697,0.4895527859237537,0.6,0.64,0.644,5243,8171,0.947329650092081,0.9309198374584411,0.054929065114587124,0,0.0
8172,1789304299.6139224,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94257,0.03037,0.02706,0.25955,ood,0.0,0.0,0.0,0.59955,,,0.6417033773861968,0.6443993150942985,0.4895527859237537,0.6,0.65,0.646,5244,8172,0.9473490427098674,0.9309198374584411,0.054929065114587124,0.6417033773861968,0.6443993150942985,0.4895527859237537,0.6,0.65,0.646,5244,8172,0.9473490427098674,0.9309198374584411,0.054929065114587124,0,0.0
8173,1789304299.8678212,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.9429,0.02964,0.02746,0.25846,ood,0.0,0.0,0.0,0.58569,,,0.64174721644439,0.6444057745418866,0.4895527859237537,0.65,0.65,0.648,5245,8173,0.9473684210526315,0.9309198374584411,0.054929065114587124,0.64174721644439,0.6444057745418866,0.4895527859237537,0.65,0.65,0.648,5245,8173,0.9473684210526315,0.9309198374584411,0.054929065114587124,0,0.0
8174,1789304299.8685384,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00089,0.99822,0.00089,0.01428,ood,2.06902,0.98387,0.98387,2.56486,,,0.6417910447761194,0.644414277762288,0.48964632582004763,0.65,0.65,0.648,5246,8174,0.9473684210526315,0.9309453471196455,0.054929065114587124,0.6417910447761194,0.644414277762288,0.48964632582004763,0.65,0.65,0.648,5246,8174,0.9473684210526315,0.9309453471196455,0.054929065114587124,0,0.0
8175,1789304299.8691938,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01456,0.97604,0.00941,0.12913,ood,1.88039,1.01108,1.01108,2.52528,,,0.6418348623853211,0.6444227747049336,0.4897398314400879,0.7,0.65,0.648,5247,8175,0.9473684210526315,0.9309708379475822,0.054929065114587124,0.6418348623853211,0.6444227747049336,0.4897398314400879,0.7,0.65,0.648,5247,8175,0.9473684210526315,0.9309708379475822,0.054929065114587124,0,0.0
8176,1789304299.8704593,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.08277,0.7829,0.13433,0.66752,ood,1.97601,1.9182,1.9182,2.54813,,,0.6418786692759295,0.6444312653767728,0.48983330280271115,0.7,0.66,0.65,5248,8176,0.9473684210526315,0.9309963099630997,0.054929065114587124,0.6418786692759295,0.6444312653767728,0.48983330280271115,0.7,0.66,0.65,5248,8176,0.9473684210526315,0.9309963099630997,0.054929065114587124,0,0.0
8177,1789304299.8712199,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.03335,0.95815,0.0085,0.19489,ood,1.8666,0.95105,0.95105,2.32314,2.0,2.1915,0.6418001712119359,0.6444246073082741,0.4897435897435897,0.65,0.65,0.65,5248,8177,0.9473684210526315,0.9309963099630997,0.05490909090909091,0.6418001712119359,0.6444246073082741,0.4897435897435897,0.65,0.65,0.65,5248,8177,0.9473684210526315,0.9309963099630997,0.05490909090909091,0,0.0
8178,1789304299.8719,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00713,0.98929,0.00357,0.06604,ood,2.00102,1.95442,1.95442,2.57036,,,0.6418439716312057,0.6444330917162461,0.48983702618568026,0.65,0.65,0.65,5249,8178,0.9473684210526315,0.9310217631870159,0.05490909090909091,0.6418439716312057,0.6444330917162461,0.48983702618568026,0.65,0.65,0.65,5249,8178,0.9473684210526315,0.9310217631870159,0.05490909090909091,0,0.0
8179,1789304299.8725586,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00095,0.99873,0.00032,0.01042,ood,2.07547,1.95477,1.95477,2.65494,,,0.6418877613400171,0.6444415698672802,0.4899304284145002,0.65,0.65,0.652,5250,8179,0.9473684210526315,0.931047197640118,0.05490909090909091,0.6418877613400171,0.6444415698672802,0.4899304284145002,0.65,0.65,0.652,5250,8179,0.9473684210526315,0.931047197640118,0.05490909090909091,0,0.0
8180,1789304299.8731573,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.9391,0.03513,0.02576,0.27092,ood,0.0,0.0,0.0,0.6221,,,0.6419315403422983,0.6444480245617795,0.4899304284145002,0.65,0.65,0.654,5251,8180,0.9473877851361295,0.931047197640118,0.05490909090909091,0.6419315403422983,0.6444480245617795,0.4899304284145002,0.65,0.65,0.654,5251,8180,0.9473877851361295,0.931047197640118,0.05490909090909091,0,0.0
8181,1789304299.8737285,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94549,0.02713,0.02738,0.24938,ood,0.0,0.0,0.0,0.48736,,,0.6419753086419753,0.6444544745084344,0.4899304284145002,0.65,0.65,0.654,5252,8181,0.9474071349760942,0.931047197640118,0.05490909090909091,0.6419753086419753,0.6444544745084344,0.4899304284145002,0.65,0.65,0.654,5252,8181,0.9474071349760942,0.931047197640118,0.05490909090909091,0,0.0
8182,1789304299.8743312,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01297,0.98308,0.00395,0.09498,ood,1.92716,1.9356,1.9356,2.36731,,,0.6420190662429723,0.6444629464094492,0.49002379644883765,0.7,0.66,0.654,5253,8182,0.9474071349760942,0.9310726133431626,0.05490909090909091,0.6420190662429723,0.6444629464094492,0.49002379644883765,0.7,0.66,0.654,5253,8182,0.9474071349760942,0.9310726133431626,0.05490909090909091,0,0.0
8183,1789304299.8749864,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00499,0.99352,0.00149,0.04262,ood,1.96736,1.92222,1.92222,2.49101,,,0.6420628131492118,0.6444714120673535,0.49011713030746706,0.75,0.66,0.654,5254,8183,0.9474071349760942,0.9310980103168754,0.05490909090909091,0.6420628131492118,0.6444714120673535,0.49011713030746706,0.75,0.66,0.654,5254,8183,0.9474071349760942,0.9310980103168754,0.05490909090909091,0,0.0
