trial,timestamp,phase,trial_kind,learning_enabled,target,answer,correct,reward,p0,p1,p2,policy_entropy,stimulus_profile,signal_energy,area_factor,requested_area_factor,post_noise_energy,min_pair_distance,gain_ratio,overall,balanced_accuracy,one_vs_two_accuracy,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,probe_overall,probe_balanced_accuracy,probe_one_vs_two_accuracy,probe_recent_20,probe_recent_100,probe_recent_500,probe_successes,probe_attempts,probe_target_0_accuracy,probe_target_1_accuracy,probe_target_2_accuracy,active_synapses,mean_delta_w
9385,1789304326.5117092,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.01067,0.97547,0.01387,0.13199,ood,1.99264,1.92333,1.92333,2.3936,2.82843,2.63254,0.6416622269579115,0.6449960958282835,0.48833865814696487,0.6,0.66,0.662,6022,9385,0.9488,0.9308785529715762,0.05530973451327434,0.6416622269579115,0.6449960958282835,0.48833865814696487,0.6,0.66,0.662,6022,9385,0.9488,0.9308785529715762,0.05530973451327434,0,0.0
9386,1789304326.5130324,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94313,0.03148,0.02539,0.25736,ood,0.0,0.0,0.0,0.68177,,,0.6417004048582996,0.6450015554145493,0.48833865814696487,0.6,0.66,0.662,6023,9386,0.9488163787587972,0.9308785529715762,0.05530973451327434,0.6417004048582996,0.6450015554145493,0.48833865814696487,0.6,0.66,0.662,6023,9386,0.9488163787587972,0.9308785529715762,0.05530973451327434,0,0.0
9387,1789304326.5139382,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01418,0.87498,0.11084,0.421,ood,2.08619,0.8859,0.8859,2.62416,,,0.6417385746244807,0.645008995027834,0.4884203801309695,0.6,0.66,0.662,6024,9387,0.9488163787587972,0.9309008718114304,0.05530973451327434,0.6417385746244807,0.645008995027834,0.4884203801309695,0.6,0.66,0.662,6024,9387,0.9488163787587972,0.9309008718114304,0.05530973451327434,0,0.0
9388,1789304326.5146651,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.93137,0.0348,0.03382,0.29763,ood,0.0,0.0,0.0,0.52923,,,0.6417767362590541,0.6450144511221994,0.4884203801309695,0.6,0.67,0.662,6025,9388,0.9488327470418932,0.9309008718114304,0.05530973451327434,0.6417767362590541,0.6450144511221994,0.4884203801309695,0.6,0.67,0.662,6025,9388,0.9488327470418932,0.9309008718114304,0.05530973451327434,0,0.0
9389,1789304326.5157807,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.03879,0.87431,0.0869,0.45579,ood,2.11548,0.97521,0.97521,2.6903,2.0,2.35549,0.6417083821493237,0.6450086259790173,0.4883423826253593,0.55,0.66,0.66,6025,9389,0.9488327470418932,0.9309008718114304,0.05529225908372828,0.6417083821493237,0.6450086259790173,0.4883423826253593,0.55,0.66,0.66,6025,9389,0.9488327470418932,0.9309008718114304,0.05529225908372828,0,0.0
9390,1789304326.5165024,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00202,0.98221,0.01577,0.09561,ood,2.06279,0.94573,0.94573,2.45661,,,0.6417465388711395,0.645016060789453,0.4884240779179307,0.6,0.66,0.66,6026,9390,0.9488327470418932,0.9309231762427372,0.05529225908372828,0.6417465388711395,0.645016060789453,0.4884240779179307,0.6,0.66,0.66,6026,9390,0.9488327470418932,0.9309231762427372,0.05529225908372828,0,0.0
9391,1789304326.5174103,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.01964,0.87758,0.10278,0.42563,ood,2.12933,0.91638,0.91638,2.66977,2.23607,2.18583,0.6416782025343414,0.6450102393260834,0.48834610472541506,0.55,0.66,0.66,6026,9391,0.9488327470418932,0.9309231762427372,0.05527479469361971,0.6416782025343414,0.6450102393260834,0.48834610472541506,0.55,0.66,0.66,6026,9391,0.9488327470418932,0.9309231762427372,0.05527479469361971,0,0.0
9392,1789304326.5181224,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.02174,0.95168,0.02657,0.22678,ood,1.94353,1.92328,1.92328,2.3505,,,0.6417163543441227,0.6450176693383193,0.48842777334397447,0.55,0.66,0.662,6027,9392,0.9488327470418932,0.930945466279445,0.05527479469361971,0.6417163543441227,0.6450176693383193,0.48842777334397447,0.55,0.66,0.662,6027,9392,0.9488327470418932,0.930945466279445,0.05527479469361971,0,0.0
9393,1789304326.5189998,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94036,0.03101,0.02863,0.26726,ood,0.0,0.0,0.0,0.54152,,,0.6417544980304483,0.6450231219441332,0.48842777334397447,0.6,0.67,0.662,6028,9393,0.948849104859335,0.930945466279445,0.05527479469361971,0.6417544980304483,0.6450231219441332,0.48842777334397447,0.6,0.67,0.662,6028,9393,0.948849104859335,0.930945466279445,0.05527479469361971,0,0.0
9394,1789304326.5197997,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.14177,0.80602,0.05221,0.60492,ood,1.86272,1.97873,1.97873,2.36315,2.23607,1.88203,0.6416861826697893,0.6450173041570905,0.4883498244494095,0.55,0.66,0.66,6028,9394,0.948849104859335,0.930945466279445,0.055257341332491314,0.6416861826697893,0.6450173041570905,0.4883498244494095,0.55,0.66,0.66,6028,9394,0.948849104859335,0.930945466279445,0.055257341332491314,0,0.0
9395,1789304326.520445,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.93932,0.03149,0.02919,0.27084,ood,0.0,0.0,0.0,0.67021,,,0.6417243214475785,0.6450227532776978,0.4883498244494095,0.55,0.66,0.662,6029,9395,0.9488654522211569,0.930945466279445,0.055257341332491314,0.6417243214475785,0.6450227532776978,0.4883498244494095,0.55,0.66,0.662,6029,9395,0.9488654522211569,0.930945466279445,0.055257341332491314,0,0.0
9396,1789304326.5210757,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.07311,0.85936,0.06753,0.5035,ood,1.85036,1.98709,1.98709,2.42056,,,0.6417624521072797,0.6450301784963773,0.4884314664113611,0.6,0.66,0.662,6030,9396,0.9488654522211569,0.9309677419354838,0.055257341332491314,0.6417624521072797,0.6450301784963773,0.4884314664113611,0.6,0.66,0.662,6030,9396,0.9488654522211569,0.9309677419354838,0.055257341332491314,0,0.0
9397,1789304326.7754724,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.06752,0.87253,0.05995,0.46967,ood,1.96772,1.93563,1.93563,2.64174,,,0.6418005746514845,0.6450375989261382,0.48851308232291,0.65,0.67,0.664,6031,9397,0.9488654522211569,0.9309900032247662,0.055257341332491314,0.6418005746514845,0.6450375989261382,0.48851308232291,0.65,0.67,0.664,6031,9397,0.9488654522211569,0.9309900032247662,0.055257341332491314,0,0.0
9398,1789304326.7764785,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.05832,0.86715,0.07453,0.48287,ood,2.01398,1.99454,1.99454,2.43409,,,0.6418386890827835,0.6450450145716116,0.4885946721965226,0.65,0.67,0.666,6032,9398,0.9488654522211569,0.9310122501611864,0.055257341332491314,0.6418386890827835,0.6450450145716116,0.4885946721965226,0.65,0.67,0.666,6032,9398,0.9488654522211569,0.9310122501611864,0.055257341332491314,0,0.0
9399,1789304326.777236,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94641,0.02691,0.02669,0.2461,ood,0.0,0.0,0.0,0.53325,,,0.6418767954037664,0.6450504602103526,0.4885946721965226,0.65,0.67,0.666,6033,9399,0.9488817891373802,0.9310122501611864,0.055257341332491314,0.6418767954037664,0.6450504602103526,0.4885946721965226,0.65,0.67,0.666,6033,9399,0.9488817891373802,0.9310122501611864,0.055257341332491314,0,0.0
9400,1789304326.7782063,dots_0_2_stage2_2_ood,ood_eval,0,2,2,1,1.0,0.05631,0.75229,0.19141,0.69258,ood,2.10908,0.89799,0.89799,2.69467,2.0,2.19929,0.6419148936170213,0.645149864951374,0.4886762360446571,0.65,0.67,0.668,6034,9400,0.9488817891373802,0.9310122501611864,0.05555555555555555,0.6419148936170213,0.645149864951374,0.4886762360446571,0.65,0.67,0.668,6034,9400,0.9488817891373802,0.9310122501611864,0.05555555555555555,0,0.0
9401,1789304326.7796392,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94461,0.02926,0.02613,0.25239,ood,0.0,0.0,0.0,0.56686,,,0.6419529837251357,0.6451553071115851,0.4886762360446571,0.7,0.67,0.67,6035,9401,0.9488981156180134,0.9310122501611864,0.05555555555555555,0.6419529837251357,0.6451553071115851,0.4886762360446571,0.7,0.67,0.67,6035,9401,0.9488981156180134,0.9310122501611864,0.05555555555555555,0,0.0
9402,1789304326.7804947,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.11377,0.83379,0.05243,0.55344,ood,1.95276,1.92164,1.92164,2.55468,,,0.6419910657306956,0.6451627179773965,0.488757773879764,0.75,0.67,0.672,6036,9402,0.9488981156180134,0.9310344827586207,0.05555555555555555,0.6419910657306956,0.6451627179773965,0.488757773879764,0.75,0.67,0.672,6036,9402,0.9488981156180134,0.9310344827586207,0.05555555555555555,0,0.0
9403,1789304326.7811909,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01324,0.98023,0.00653,0.10968,ood,1.87983,0.9551,0.9551,2.39066,,,0.6420291396362863,0.6451701240681657,0.4888392857142857,0.75,0.68,0.672,6037,9403,0.9488981156180134,0.9310567010309279,0.05555555555555555,0.6420291396362863,0.6451701240681657,0.4888392857142857,0.75,0.68,0.672,6037,9403,0.9488981156180134,0.9310567010309279,0.05555555555555555,0,0.0
9404,1789304326.7818544,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00273,0.99006,0.00721,0.06155,ood,2.03461,0.98362,0.98362,2.54579,,,0.6420672054444917,0.6451775253885058,0.4889207715606568,0.8,0.68,0.672,6038,9404,0.9488981156180134,0.9310789049919485,0.05555555555555555,0.6420672054444917,0.6451775253885058,0.4889207715606568,0.8,0.68,0.672,6038,9404,0.9488981156180134,0.9310789049919485,0.05555555555555555,0,0.0
9405,1789304326.782601,dots_0_2_stage2_2_ood,ood_eval,0,2,0,0,-1.0,0.25888,0.58372,0.1574,0.95511,ood,1.95414,0.94617,0.94617,2.56122,2.23607,2.06825,0.6419989367357788,0.6451716817411349,0.48884284348103285,0.8,0.67,0.672,6038,9405,0.9488981156180134,0.9310789049919485,0.055538024613442726,0.6419989367357788,0.6451716817411349,0.48884284348103285,0.8,0.67,0.672,6038,9405,0.9488981156180134,0.9310789049919485,0.055538024613442726,0,0.0
9406,1789304326.78328,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94187,0.0288,0.02933,0.26209,ood,0.0,0.0,0.0,0.60636,,,0.6420369976610674,0.6451771204261478,0.48884284348103285,0.8,0.67,0.672,6039,9406,0.9489144316730523,0.9310789049919485,0.055538024613442726,0.6420369976610674,0.6451771204261478,0.48884284348103285,0.8,0.67,0.672,6039,9406,0.9489144316730523,0.9310789049919485,0.055538024613442726,0,0.0
9407,1789304326.7839122,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01363,0.97712,0.00925,0.1245,ood,2.06543,2.01427,2.01427,2.40637,,,0.6420750504943128,0.6451845169806668,0.48892430278884463,0.8,0.68,0.674,6040,9407,0.9489144316730523,0.9311010946555055,0.055538024613442726,0.6420750504943128,0.6451845169806668,0.48892430278884463,0.8,0.68,0.674,6040,9407,0.9489144316730523,0.9311010946555055,0.055538024613442726,0,0.0
9408,1789304326.7845225,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94567,0.02965,0.02469,0.24851,ood,0.0,0.0,0.0,0.47273,,,0.6421130952380952,0.6451899521938095,0.48892430278884463,0.8,0.68,0.676,6041,9408,0.94893073731248,0.9311010946555055,0.055538024613442726,0.6421130952380952,0.6451899521938095,0.48892430278884463,0.8,0.68,0.676,6041,9408,0.94893073731248,0.9311010946555055,0.055538024613442726,0,0.0
9409,1789304327.0411162,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94713,0.02828,0.0246,0.24341,ood,0.0,0.0,0.0,0.52724,,,0.6421511318949942,0.645195383938405,0.48892430278884463,0.85,0.68,0.676,6042,9409,0.9489470325462668,0.9311010946555055,0.055538024613442726,0.6421511318949942,0.645195383938405,0.48892430278884463,0.85,0.68,0.676,6042,9409,0.9489470325462668,0.9311010946555055,0.055538024613442726,0,0.0
9410,1789304327.0421453,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.02486,0.92474,0.05039,0.31477,ood,2.13427,2.01578,2.01578,2.62483,2.0,1.93795,0.6420828905419766,0.6451895439778778,0.4888463989802422,0.8,0.67,0.674,6042,9410,0.9489470325462668,0.9311010946555055,0.0555205047318612,0.6420828905419766,0.6451895439778778,0.4888463989802422,0.8,0.67,0.674,6042,9410,0.9489470325462668,0.9311010946555055,0.0555205047318612,0,0.0
9411,1789304327.0429404,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.01597,0.97837,0.00565,0.11674,ood,1.90742,1.99708,1.99708,2.38089,2.23607,2.08071,0.6420146636914249,0.6451837077007064,0.4887685199936275,0.8,0.66,0.674,6042,9411,0.9489470325462668,0.9311010946555055,0.055502995900346894,0.6420146636914249,0.6451837077007064,0.4887685199936275,0.8,0.66,0.674,6042,9411,0.9489470325462668,0.9311010946555055,0.055502995900346894,0,0.0
9412,1789304327.0437477,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.06086,0.87415,0.06498,0.46558,ood,1.8984,2.0383,2.0383,2.40071,2.23607,2.54321,0.6419464513387165,0.6451778751034071,0.4886906658171392,0.75,0.65,0.672,6042,9412,0.9489470325462668,0.9311010946555055,0.05548549810844893,0.6419464513387165,0.6451778751034071,0.4886906658171392,0.75,0.65,0.672,6042,9412,0.9489470325462668,0.9311010946555055,0.05548549810844893,0,0.0
9413,1789304327.044402,dots_0_2_stage2_2_ood,ood_eval,0,0,1,0,-1.0,0.94699,0.0287,0.02432,0.24386,ood,0.0,0.0,0.0,0.61296,,,0.6418782534792309,0.6450769769606589,0.4886906658171392,0.7,0.64,0.672,6042,9413,0.9486443381180223,0.9311010946555055,0.05548549810844893,0.6418782534792309,0.6450769769606589,0.4886906658171392,0.7,0.64,0.672,6042,9413,0.9486443381180223,0.9311010946555055,0.05548549810844893,0,0.0
9414,1789304327.0449762,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94729,0.02842,0.0243,0.2428,ood,0.0,0.0,0.0,0.52699,,,0.641916294879966,0.6450824356832229,0.4886906658171392,0.75,0.65,0.672,6043,9414,0.9486607142857143,0.9311010946555055,0.05548549810844893,0.641916294879966,0.6450824356832229,0.4886906658171392,0.75,0.65,0.672,6043,9414,0.9486607142857143,0.9311010946555055,0.05548549810844893,0,0.0
9415,1789304327.0455942,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01198,0.8089,0.17913,0.53258,ood,2.10855,0.91888,0.91888,2.60657,,,0.6419543281996813,0.6450898274765223,0.48877209746774963,0.75,0.65,0.674,6044,9415,0.9486607142857143,0.931123270035404,0.05548549810844893,0.6419543281996813,0.6450898274765223,0.48877209746774963,0.75,0.65,0.674,6044,9415,0.9486607142857143,0.931123270035404,0.05548549810844893,0,0.0
9416,1789304327.0463274,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.02301,0.93311,0.04388,0.28857,ood,2.02475,0.94869,0.94869,2.68977,,,0.6419923534409516,0.6450972145131981,0.4888535031847134,0.75,0.65,0.676,6045,9416,0.9486607142857143,0.9311454311454311,0.05548549810844893,0.6419923534409516,0.6450972145131981,0.4888535031847134,0.75,0.65,0.676,6045,9416,0.9486607142857143,0.9311454311454311,0.05548549810844893,0,0.0
9417,1789304327.0472484,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01631,0.97813,0.00556,0.11763,ood,2.0339,1.92724,1.92724,2.4726,,,0.6420303706063503,0.6451045967978399,0.48893488298041715,0.75,0.65,0.676,6046,9417,0.9486607142857143,0.9311675779993567,0.05548549810844893,0.6420303706063503,0.6451045967978399,0.48893488298041715,0.75,0.65,0.676,6046,9417,0.9486607142857143,0.9311675779993567,0.05548549810844893,0,0.0
9418,1789304327.04814,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.01255,0.97306,0.01439,0.14256,ood,2.12338,2.02913,2.02913,2.78961,2.0,2.06302,0.6419622000424718,0.6450987678769335,0.4888570518943012,0.7,0.65,0.674,6046,9418,0.9486607142857143,0.9311675779993567,0.055468011345729595,0.6419622000424718,0.6450987678769335,0.4888570518943012,0.7,0.65,0.674,6046,9418,0.9486607142857143,0.9311675779993567,0.055468011345729595,0,0.0
9419,1789304327.0487726,dots_0_2_stage2_2_ood,ood_eval,0,0,1,0,-1.0,0.94465,0.03131,0.02404,0.25186,ood,0.0,0.0,0.0,0.53582,,,0.6418940439537106,0.6449979644857652,0.4888570518943012,0.65,0.64,0.674,6046,9419,0.9483583041122091,0.9311675779993567,0.055468011345729595,0.6418940439537106,0.6449979644857652,0.4888570518943012,0.65,0.64,0.674,6046,9419,0.9483583041122091,0.9311675779993567,0.055468011345729595,0,0.0
9420,1789304327.0493903,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00096,0.99798,0.00106,0.01596,ood,2.033,0.90743,0.90743,2.52043,,,0.641932059447983,0.645005342022957,0.4889384052204361,0.65,0.65,0.676,6047,9420,0.9483583041122091,0.9311897106109325,0.055468011345729595,0.641932059447983,0.645005342022957,0.4889384052204361,0.65,0.65,0.676,6047,9420,0.9483583041122091,0.9311897106109325,0.055468011345729595,0,0.0
9421,1789304327.3123467,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.02645,0.96089,0.01266,0.18973,ood,2.04841,2.03923,2.03923,2.53007,,,0.641970066871882,0.6450127148172772,0.4890197326543603,0.65,0.66,0.676,6048,9421,0.9483583041122091,0.9312118289938927,0.055468011345729595,0.641970066871882,0.6450127148172772,0.4890197326543603,0.65,0.66,0.676,6048,9421,0.9483583041122091,0.9312118289938927,0.055468011345729595,0,0.0
9422,1789304327.313119,dots_0_2_stage2_2_ood,ood_eval,0,1,2,0,-1.0,0.03307,0.85676,0.11016,0.48819,ood,2.1253,1.98226,1.98226,2.63996,,,0.6419019316493314,0.6449129706196557,0.4889419252187749,0.6,0.65,0.674,6048,9422,0.9483583041122091,0.9309125964010283,0.055468011345729595,0.6419019316493314,0.6449129706196557,0.4889419252187749,0.6,0.65,0.674,6048,9422,0.9483583041122091,0.9309125964010283,0.055468011345729595,0,0.0
9423,1789304327.3140912,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00023,0.99963,0.00014,0.00356,ood,2.08992,1.01783,1.01783,2.77387,,,0.6419399342035446,0.6449203683499908,0.4890232262169901,0.6,0.65,0.674,6049,9423,0.9483583041122091,0.9309347895920335,0.055468011345729595,0.6419399342035446,0.6449203683499908,0.4890232262169901,0.6,0.65,0.674,6049,9423,0.9483583041122091,0.9309347895920335,0.055468011345729595,0,0.0
9424,1789304327.3148293,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94582,0.02964,0.02454,0.24797,ood,0.0,0.0,0.0,0.52448,,,0.6419779286926995,0.6449258539773423,0.4890232262169901,0.6,0.65,0.676,6050,9424,0.9483747609942639,0.9309347895920335,0.055468011345729595,0.6419779286926995,0.6449258539773423,0.4890232262169901,0.6,0.65,0.676,6050,9424,0.9483747609942639,0.9309347895920335,0.055468011345729595,0,0.0
9425,1789304327.3154676,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01107,0.9784,0.01053,0.11916,ood,1.90177,0.95292,0.95292,2.42069,,,0.6420159151193634,0.6449332469564054,0.4891045013519962,0.65,0.65,0.676,6051,9425,0.9483747609942639,0.9309569685292228,0.055468011345729595,0.6420159151193634,0.6449332469564054,0.4891045013519962,0.65,0.65,0.676,6051,9425,0.9483747609942639,0.9309569685292228,0.055468011345729595,0,0.0
9426,1789304327.316496,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.10655,0.38703,0.50643,0.95053,ood,1.91444,1.96302,1.96302,2.506,,,0.6420538934861023,0.6449406351887725,0.4891857506361323,0.65,0.66,0.676,6052,9426,0.9483747609942639,0.9309791332263242,0.055468011345729595,0.6420538934861023,0.6449406351887725,0.4891857506361323,0.65,0.66,0.676,6052,9426,0.9483747609942639,0.9309791332263242,0.055468011345729595,0,0.0
9427,1789304327.3175719,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.0287,0.86879,0.10251,0.45761,ood,2.07068,1.96711,1.96711,2.57812,2.23607,2.09421,0.6419857855097062,0.6449348099407841,0.48910796629034825,0.6,0.65,0.674,6052,9427,0.9483747609942639,0.9309791332263242,0.055450535601764335,0.6419857855097062,0.6449348099407841,0.48910796629034825,0.6,0.65,0.674,6052,9427,0.9483747609942639,0.9309791332263242,0.055450535601764335,0,0.0
9428,1789304327.318542,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.12569,0.84604,0.02828,0.50294,ood,1.95862,0.98186,0.98186,2.50854,2.0,2.11367,0.6419176919813322,0.6449289883622432,0.4890302066772655,0.55,0.64,0.672,6052,9428,0.9483747609942639,0.9309791332263242,0.055433070866141736,0.6419176919813322,0.6449289883622432,0.4890302066772655,0.55,0.64,0.672,6052,9428,0.9483747609942639,0.9309791332263242,0.055433070866141736,0,0.0
9429,1789304327.3195066,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94046,0.03152,0.02801,0.26686,ood,0.0,0.0,0.0,0.49935,,,0.6419556686817266,0.6449344704944516,0.4890302066772655,0.55,0.64,0.674,6053,9429,0.9483912073908888,0.9309791332263242,0.055433070866141736,0.6419556686817266,0.6449344704944516,0.4890302066772655,0.55,0.64,0.674,6053,9429,0.9483912073908888,0.9309791332263242,0.055433070866141736,0,0.0
9430,1789304327.3207445,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.02519,0.95957,0.01524,0.19608,ood,1.90007,1.93755,1.93755,2.38171,2.0,2.20559,0.6418875927889713,0.6449286525818921,0.4889524717850898,0.55,0.64,0.672,6053,9430,0.9483912073908888,0.9309791332263242,0.055415617128463476,0.6418875927889713,0.6449286525818921,0.4889524717850898,0.55,0.64,0.672,6053,9430,0.9483912073908888,0.9309791332263242,0.055415617128463476,0,0.0
9431,1789304327.321724,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.05658,0.9223,0.02112,0.31858,ood,1.98492,2.01538,2.01538,2.4812,,,0.641925564627293,0.6449360360721332,0.4890336935791481,0.6,0.64,0.672,6054,9431,0.9483912073908888,0.9310012836970475,0.055415617128463476,0.641925564627293,0.6449360360721332,0.4890336935791481,0.6,0.64,0.672,6054,9431,0.9483912073908888,0.9310012836970475,0.055415617128463476,0,0.0
9432,1789304327.322495,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00801,0.98433,0.00766,0.09152,ood,1.89657,1.01498,1.01498,2.33832,,,0.6419635284139101,0.6449434148248124,0.4891148895598284,0.65,0.64,0.672,6055,9432,0.9483912073908888,0.931023419955085,0.055415617128463476,0.6419635284139101,0.6449434148248124,0.4891148895598284,0.65,0.64,0.672,6055,9432,0.9483912073908888,0.931023419955085,0.055415617128463476,0,0.0
9433,1789304327.573691,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.00743,0.98817,0.00441,0.07209,ood,1.9896,0.91214,0.91214,2.44026,2.23607,2.1913,0.6418954733382805,0.6449376005747727,0.4890371782650143,0.65,0.63,0.67,6055,9433,0.9483912073908888,0.931023419955085,0.05539817437834435,0.6418954733382805,0.6449376005747727,0.4890371782650143,0.65,0.63,0.67,6055,9433,0.9483912073908888,0.931023419955085,0.05539817437834435,0,0.0
9434,1789304327.574802,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94578,0.02623,0.02799,0.2483,ood,0.0,0.0,0.0,0.58005,,,0.641933432266271,0.644943079215177,0.4890371782650143,0.65,0.63,0.67,6056,9434,0.9484076433121019,0.931023419955085,0.05539817437834435,0.641933432266271,0.644943079215177,0.4890371782650143,0.65,0.63,0.67,6056,9434,0.9484076433121019,0.931023419955085,0.05539817437834435,0,0.0
9435,1789304327.5757823,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.0231,0.94273,0.03417,0.25801,ood,1.99497,1.95826,1.95826,2.52426,,,0.6419713831478537,0.6449504532348526,0.4891183478951549,0.65,0.64,0.67,6057,9435,0.9484076433121019,0.9310455420141116,0.05539817437834435,0.6419713831478537,0.6449504532348526,0.4891183478951549,0.65,0.64,0.67,6057,9435,0.9484076433121019,0.9310455420141116,0.05539817437834435,0,0.0
9436,1789304327.5765545,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94346,0.02867,0.02787,0.25654,ood,0.0,0.0,0.0,0.60831,,,0.6420093259855871,0.6449559283867881,0.4891183478951549,0.65,0.65,0.67,6058,9436,0.9484240687679083,0.9310455420141116,0.05539817437834435,0.6420093259855871,0.6449559283867881,0.4891183478951549,0.65,0.65,0.67,6058,9436,0.9484240687679083,0.9310455420141116,0.05539817437834435,0,0.0
9437,1789304327.577455,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.0359,0.95625,0.00785,0.20028,ood,1.91186,1.99828,1.99828,2.56306,2.0,2.29216,0.6419412949030412,0.6449501177958107,0.4890406607369759,0.6,0.65,0.668,6058,9437,0.9484240687679083,0.9310455420141116,0.05538074260541221,0.6419412949030412,0.6449501177958107,0.4890406607369759,0.6,0.65,0.668,6058,9437,0.9484240687679083,0.9310455420141116,0.05538074260541221,0,0.0
9438,1789304327.578169,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.003,0.98351,0.01348,0.09187,ood,2.01341,0.98006,0.98006,2.47862,,,0.6419792328883238,0.644957487087035,0.48912180403366684,0.65,0.65,0.668,6059,9438,0.9484240687679083,0.9310676498877846,0.05538074260541221,0.6419792328883238,0.644957487087035,0.48912180403366684,0.65,0.65,0.668,6059,9438,0.9484240687679083,0.9310676498877846,0.05538074260541221,0,0.0
9439,1789304327.5788784,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.04188,0.9497,0.00842,0.22214,ood,2.12404,1.98445,1.98445,2.63896,2.0,1.99585,0.6419112194088357,0.6449516801516669,0.48904414099714194,0.65,0.64,0.666,6059,9439,0.9484240687679083,0.9310676498877846,0.05536332179930796,0.6419112194088357,0.6449516801516669,0.48904414099714194,0.65,0.64,0.666,6059,9439,0.9484240687679083,0.9310676498877846,0.05536332179930796,0,0.0
9440,1789304327.5796046,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.01754,0.97851,0.00394,0.11401,ood,2.00462,0.91935,0.91935,2.54325,2.0,2.53698,0.641843220338983,0.6449458768684595,0.4889665026194634,0.6,0.63,0.664,6059,9440,0.9484240687679083,0.9310676498877846,0.055345911949685536,0.641843220338983,0.6449458768684595,0.4889665026194634,0.6,0.63,0.664,6059,9440,0.9484240687679083,0.9310676498877846,0.055345911949685536,0,0.0
