trial,timestamp,phase,target,answer,correct,reward,p0,p1,p2,policy_entropy,overall,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,active_synapses,mean_delta_w
4920,1789300967.1922603,dots_0_2,2,2,1,1.0,0.0,0.00844,0.99156,0.04873,0.8313008130081301,0.85,0.92,0.932,4090,4920,0.8313176320814768,0.7570754716981132,0.9074410163339383,198,0.000231
4921,1789300967.3001428,dots_0_2,2,2,1,1.0,0.0,0.00039,0.99961,0.00345,0.8313350944929893,0.85,0.92,0.932,4091,4921,0.8313176320814768,0.7570754716981132,0.907496977025393,132,1.8e-05
4922,1789300967.3011484,dots_0_2,2,2,1,1.0,5e-05,0.04629,0.95366,0.18796,0.831369362047948,0.85,0.92,0.932,4092,4922,0.8313176320814768,0.7570754716981132,0.9075528700906345,198,0.001235
4923,1789300967.3019404,dots_0_2,0,0,1,1.0,0.9661,0.03265,0.00125,0.15343,0.831403615681495,0.85,0.92,0.932,4093,4923,0.8314249363867684,0.7570754716981132,0.9075528700906345,198,6.1e-05
4924,1789300967.302576,dots_0_2,1,1,1,1.0,0.01302,0.82354,0.16344,0.51245,0.8314378554021121,0.85,0.92,0.932,4094,4924,0.8314249363867684,0.7572186210960519,0.9075528700906345,198,0.003663
4925,1789300967.303289,dots_0_2,1,1,1,1.0,0.00506,0.96315,0.03179,0.17252,0.8314720812182741,0.85,0.92,0.932,4095,4925,0.8314249363867684,0.7573616018845701,0.9075528700906345,198,0.000762
4926,1789300967.409882,dots_0_2,0,0,1,1.0,0.9658,0.03296,0.00123,0.15436,0.831506293138449,0.85,0.92,0.932,4096,4926,0.831532104259377,0.7573616018845701,0.9075528700906345,198,6.2e-05
4927,1789300967.4106395,dots_0_2,2,2,1,1.0,0.0,0.00032,0.99968,0.00292,0.8315404911710981,0.9,0.92,0.932,4097,4927,0.831532104259377,0.7573616018845701,0.907608695652174,132,1.5e-05
4928,1789300967.4113266,dots_0_2,1,2,0,-1.0,0.04945,0.88269,0.06786,0.44139,0.8313717532467533,0.85,0.91,0.93,4097,4928,0.831532104259377,0.7569158328428487,0.907608695652174,195,0.01515
4929,1789300967.4119368,dots_0_2,1,1,1,1.0,0.00424,0.88605,0.10972,0.37281,0.8314059646987219,0.85,0.91,0.93,4098,4929,0.831532104259377,0.7570588235294118,0.907608695652174,198,0.002229
4930,1789300967.412512,dots_0_2,0,0,1,1.0,0.96943,0.02948,0.00109,0.14143,0.8314401622718053,0.85,0.91,0.93,4099,4930,0.8316391359593392,0.7570588235294118,0.907608695652174,198,5e-05
4931,1789300967.518549,dots_0_2,0,0,1,1.0,0.95855,0.03998,0.00146,0.17883,0.8314743459744474,0.85,0.91,0.932,4100,4931,0.8317460317460318,0.7570588235294118,0.907608695652174,198,9.2e-05
4932,1789300967.519507,dots_0_2,2,2,1,1.0,0.0,0.00649,0.99351,0.03919,0.8315085158150851,0.85,0.91,0.932,4101,4932,0.8317460317460318,0.7570588235294118,0.9076644538322269,193,0.00022
4933,1789300967.5203094,dots_0_2,0,0,1,1.0,0.96817,0.03069,0.00114,0.14599,0.8315426718021488,0.9,0.92,0.934,4102,4933,0.8318527918781726,0.7570588235294118,0.9076644538322269,198,5.7e-05
4934,1789300967.5209434,dots_0_2,0,0,1,1.0,0.96861,0.03026,0.00113,0.1444,0.8315768139440616,0.9,0.92,0.934,4103,4934,0.8319594166138237,0.7570588235294118,0.9076644538322269,198,5.4e-05
4935,1789300967.5215788,dots_0_2,1,1,1,1.0,0.01229,0.97294,0.01477,0.14303,0.8316109422492401,0.95,0.92,0.934,4104,4935,0.8319594166138237,0.757201646090535,0.9076644538322269,195,0.000479
4936,1789300967.6277409,dots_0_2,0,0,1,1.0,0.96542,0.03328,0.00129,0.15582,0.831645056726094,0.95,0.93,0.936,4105,4936,0.8320659062103929,0.757201646090535,0.9076644538322269,198,6.4e-05
4937,1789300967.6286538,dots_0_2,1,1,1,1.0,0.01509,0.95783,0.02709,0.2023,0.8316791573830261,0.95,0.93,0.936,4106,4937,0.8320659062103929,0.7573443008225617,0.9076644538322269,198,0.000895
4938,1789300967.629385,dots_0_2,2,1,0,-1.0,0.00012,0.30168,0.6982,0.61344,0.83151073309032,0.9,0.92,0.934,4106,4938,0.8320659062103929,0.7573443008225617,0.9071170084439083,195,0.018189
4939,1789300967.6300645,dots_0_2,2,2,1,1.0,3e-05,0.2734,0.72657,0.58695,0.8315448471350476,0.9,0.92,0.934,4107,4939,0.8320659062103929,0.7573443008225617,0.9071729957805907,198,0.008194
4940,1789300967.6306927,dots_0_2,1,1,1,1.0,0.01236,0.94876,0.03888,0.23045,0.8315789473684211,0.9,0.92,0.934,4108,4940,0.8320659062103929,0.7574867880211391,0.9071729957805907,198,0.001057
4941,1789300967.7363815,dots_0_2,0,0,1,1.0,0.96036,0.03815,0.0015,0.17317,0.8316130337988261,0.9,0.92,0.934,4109,4941,0.8321722609246358,0.7574867880211391,0.9071729957805907,198,8.1e-05
4942,1789300967.7372725,dots_0_2,2,2,1,1.0,0.0,0.00912,0.99088,0.05195,0.8316471064346418,0.9,0.92,0.934,4110,4942,0.8321722609246358,0.7574867880211391,0.9072289156626506,198,0.000273
4943,1789300967.7379236,dots_0_2,2,2,1,1.0,0.0,0.00491,0.99508,0.03105,0.8316811652842403,0.9,0.92,0.934,4111,4943,0.8321722609246358,0.7574867880211391,0.9072847682119205,198,0.000145
4944,1789300967.7385166,dots_0_2,0,0,1,1.0,0.96754,0.03113,0.00132,0.14871,0.8317152103559871,0.9,0.92,0.934,4112,4944,0.8322784810126582,0.7574867880211391,0.9072847682119205,195,5.7e-05
4945,1789300967.7390528,dots_0_2,2,2,1,1.0,0.0,0.00021,0.99979,0.00197,0.8317492416582406,0.9,0.92,0.934,4113,4945,0.8322784810126582,0.7574867880211391,0.9073405535499398,132,1e-05
4946,1789300967.8454676,dots_0_2,0,0,1,1.0,0.95783,0.04065,0.00152,0.18132,0.831783259199353,0.9,0.92,0.934,4114,4946,0.8323845667299178,0.7574867880211391,0.9073405535499398,198,9.5e-05
4947,1789300967.8463798,dots_0_2,1,1,1,1.0,0.01964,0.94433,0.03603,0.25102,0.8318172629876693,0.9,0.92,0.934,4115,4947,0.8323845667299178,0.7576291079812206,0.9073405535499398,198,0.001055
4948,1789300967.8470464,dots_0_2,1,1,1,1.0,0.00892,0.93674,0.05434,0.26158,0.8318512530315278,0.95,0.92,0.934,4116,4948,0.8323845667299178,0.7577712609970675,0.9073405535499398,198,0.001439
4949,1789300967.847627,dots_0_2,0,0,1,1.0,0.97245,0.02647,0.00108,0.1307,0.8318852293392605,0.95,0.92,0.934,4117,4949,0.8324905183312263,0.7577712609970675,0.9073405535499398,198,4.4e-05
4950,1789300967.8481455,dots_0_2,0,0,1,1.0,0.96571,0.03294,0.00136,0.15506,0.831919191919192,0.95,0.92,0.934,4118,4950,0.8325963360707518,0.7577712609970675,0.9073405535499398,198,6.6e-05
4951,1789300967.9539921,dots_0_2,2,2,1,1.0,2e-05,0.08597,0.91401,0.29338,0.8319531407796404,0.95,0.93,0.934,4119,4951,0.8325963360707518,0.7577712609970675,0.9073962717979555,198,0.002411
4952,1789300967.954995,dots_0_2,1,1,1,1.0,0.00459,0.95131,0.04409,0.20985,0.8319870759289176,0.95,0.93,0.934,4120,4952,0.8325963360707518,0.7579132473622509,0.9073962717979555,198,0.001118
4953,1789300967.9557805,dots_0_2,0,0,1,1.0,0.96841,0.03036,0.00123,0.14543,0.8320209973753281,0.95,0.93,0.936,4121,4953,0.8327020202020202,0.7579132473622509,0.9073962717979555,198,5.6e-05
4954,1789300967.9563317,dots_0_2,0,0,1,1.0,0.96939,0.02945,0.00116,0.14177,0.83205490512717,0.95,0.93,0.936,4122,4954,0.832807570977918,0.7579132473622509,0.9073962717979555,198,5.4e-05
4955,1789300967.9569046,dots_0_2,2,2,1,1.0,0.0,0.01978,0.98021,0.09722,0.8320887991927346,0.95,0.93,0.936,4123,4955,0.832807570977918,0.7579132473622509,0.9074519230769231,195,0.000586
4956,1789300968.0632174,dots_0_2,1,1,1,1.0,0.00309,0.97885,0.01806,0.11126,0.8321226795803067,0.95,0.93,0.936,4124,4956,0.832807570977918,0.7580550673696543,0.9074519230769231,198,0.000499
4957,1789300968.064439,dots_0_2,2,2,1,1.0,3e-05,0.047,0.95298,0.18989,0.8321565462981642,0.95,0.94,0.936,4125,4957,0.832807570977918,0.7580550673696543,0.9075075075075075,192,0.001268
4958,1789300968.0653162,dots_0_2,2,2,1,1.0,0.0,0.00254,0.99746,0.01773,0.8321903993545785,1.0,0.94,0.936,4126,4958,0.832807570977918,0.7580550673696543,0.907563025210084,186,8.3e-05
4959,1789300968.0660393,dots_0_2,0,0,1,1.0,0.96009,0.03842,0.00149,0.17404,0.832224238757814,1.0,0.94,0.936,4127,4959,0.8329129886506935,0.7580550673696543,0.907563025210084,198,8.4e-05
4960,1789300968.0666122,dots_0_2,2,2,1,1.0,3e-05,0.1108,0.88916,0.34858,0.832258064516129,1.0,0.94,0.936,4128,4960,0.8329129886506935,0.7580550673696543,0.907618476304739,198,0.003097
4961,1789300968.1722536,dots_0_2,2,2,1,1.0,1e-05,0.03775,0.96224,0.16082,0.8322918766377746,1.0,0.94,0.936,4129,4961,0.8329129886506935,0.7580550673696543,0.907673860911271,198,0.001141
4962,1789300968.1735487,dots_0_2,1,1,1,1.0,0.00796,0.8972,0.09484,0.35922,0.8323256751309955,1.0,0.94,0.936,4130,4962,0.8329129886506935,0.7581967213114754,0.907673860911271,198,0.002129
4963,1789300968.1744392,dots_0_2,2,2,1,1.0,0.0,0.01249,0.98751,0.06718,0.8323594600040298,1.0,0.94,0.936,4131,4963,0.8329129886506935,0.7581967213114754,0.9077291791491912,198,0.000396
4964,1789300968.1751444,dots_0_2,2,2,1,1.0,0.0,0.00388,0.99612,0.02544,0.8323932312651088,1.0,0.94,0.936,4132,4964,0.8329129886506935,0.7581967213114754,0.9077844311377246,195,0.000127
4965,1789300968.175776,dots_0_2,0,0,1,1.0,0.96814,0.03063,0.00123,0.14638,0.8324269889224571,1.0,0.94,0.936,4133,4965,0.8330182734719597,0.7581967213114754,0.9077844311377246,198,5.8e-05
4966,1789300968.2815063,dots_0_2,2,2,1,1.0,1e-05,0.02083,0.97916,0.1014,0.8324607329842932,1.0,0.94,0.936,4134,4966,0.8330182734719597,0.7581967213114754,0.9078396169958108,198,0.000604
4967,1789300968.282635,dots_0_2,2,2,1,1.0,0.0,0.00548,0.99452,0.03401,0.8324944634588283,1.0,0.94,0.936,4135,4967,0.8330182734719597,0.7581967213114754,0.9078947368421053,195,0.00016
4968,1789300968.28352,dots_0_2,1,1,1,1.0,0.01535,0.9612,0.02345,0.19014,0.8325281803542673,1.0,0.94,0.936,4136,4968,0.8330182734719597,0.7583382094792276,0.9078947368421053,195,0.000702
4969,1789300968.2842073,dots_0_2,1,1,1,1.0,0.01335,0.96577,0.02088,0.17204,0.8325618836788086,1.0,0.94,0.936,4137,4969,0.8330182734719597,0.7584795321637426,0.9078947368421053,198,0.000608
4970,1789300968.2848265,dots_0_2,1,1,1,1.0,0.00711,0.93915,0.05374,0.25126,0.8325955734406438,1.0,0.94,0.936,4138,4970,0.8330182734719597,0.7586206896551724,0.9078947368421053,198,0.001232
4971,1789300968.389983,dots_0_2,0,0,1,1.0,0.96628,0.03241,0.0013,0.15296,0.8326292496479581,1.0,0.94,0.936,4139,4971,0.8331234256926953,0.7586206896551724,0.9078947368421053,198,6.4e-05
4972,1789300968.390823,dots_0_2,1,2,0,-1.0,0.00636,0.75333,0.24031,0.58819,0.832461786001609,0.95,0.93,0.934,4139,4972,0.8331234256926953,0.758177570093458,0.9078947368421053,198,0.015237
4973,1789300968.3915818,dots_0_2,2,2,1,1.0,0.0,0.00769,0.9923,0.04515,0.8324954755680676,0.95,0.93,0.934,4140,4973,0.8331234256926953,0.758177570093458,0.9079497907949791,195,0.000216
4974,1789300968.3924644,dots_0_2,1,1,1,1.0,0.07259,0.88553,0.04189,0.43094,0.8325291515882589,0.95,0.93,0.934,4141,4974,0.8331234256926953,0.7583187390542907,0.9079497907949791,195,0.001877
4975,1789300968.393099,dots_0_2,1,1,1,1.0,0.03006,0.8701,0.09984,0.45648,0.8325628140703517,0.95,0.93,0.934,4142,4975,0.8331234256926953,0.7584597432905484,0.9079497907949791,195,0.00232
4976,1789300968.497358,dots_0_2,0,0,1,1.0,0.96225,0.0364,0.00134,0.16652,0.832596463022508,0.95,0.93,0.934,4143,4976,0.8332284455632474,0.7584597432905484,0.9079497907949791,198,7.2e-05
4977,1789300968.4982977,dots_0_2,1,1,1,1.0,0.01084,0.93103,0.05813,0.28096,0.8326300984528833,0.95,0.93,0.934,4144,4977,0.8332284455632474,0.758600583090379,0.9079497907949791,195,0.001288
4978,1789300968.4992235,dots_0_2,1,2,0,-1.0,0.00568,0.92926,0.06506,0.27531,0.8324628364805142,0.9,0.92,0.932,4144,4978,0.8332284455632474,0.7581585081585082,0.9079497907949791,198,0.017844
4979,1789300968.5000682,dots_0_2,1,1,1,1.0,0.02275,0.93806,0.03919,0.27301,0.8324964852379996,0.9,0.92,0.932,4145,4979,0.8332284455632474,0.7582993593476994,0.9079497907949791,198,0.000969
4980,1789300968.5009067,dots_0_2,0,0,1,1.0,0.95324,0.04514,0.00163,0.19594,0.8325301204819278,0.9,0.92,0.932,4146,4980,0.8333333333333334,0.7582993593476994,0.9079497907949791,195,0.000102
4981,1789300968.6030798,dots_0_2,2,2,1,1.0,0.0,0.00444,0.99555,0.02852,0.8325637422204376,0.9,0.92,0.932,4147,4981,0.8333333333333334,0.7582993593476994,0.9080047789725209,198,0.000139
4982,1789300968.6041987,dots_0_2,2,2,1,1.0,0.0,0.01062,0.98938,0.05884,0.832597350461662,0.9,0.92,0.932,4148,4982,0.8333333333333334,0.7582993593476994,0.9080597014925373,195,0.000321
4983,1789300968.6051192,dots_0_2,1,1,1,1.0,0.01384,0.9447,0.04146,0.24495,0.8326309452137267,0.9,0.92,0.932,4149,4983,0.8333333333333334,0.7584400465657741,0.9080597014925373,198,0.001012
4984,1789300968.605811,dots_0_2,2,2,1,1.0,0.0,0.02629,0.9737,0.12164,0.8326645264847512,0.9,0.92,0.932,4150,4984,0.8333333333333334,0.7584400465657741,0.9081145584725537,198,0.000773
4985,1789300968.6065114,dots_0_2,1,1,1,1.0,0.00603,0.97389,0.02008,0.13507,0.8326980942828486,0.9,0.92,0.932,4151,4985,0.8333333333333334,0.7585805700988947,0.9081145584725537,198,0.000488
4986,1789300968.7122943,dots_0_2,1,1,1,1.0,0.01134,0.91412,0.07454,0.32643,0.8327316486161251,0.9,0.92,0.932,4152,4986,0.8333333333333334,0.7587209302325582,0.9081145584725537,198,0.001538
4987,1789300968.7132301,dots_0_2,0,0,1,1.0,0.96117,0.03754,0.00129,0.16985,0.832765189492681,0.9,0.92,0.932,4153,4987,0.8334380892520428,0.7587209302325582,0.9081145584725537,198,7.3e-05
4988,1789300968.714079,dots_0_2,0,0,1,1.0,0.95987,0.03885,0.00128,0.17401,0.8327987169206095,0.9,0.92,0.932,4154,4988,0.8335427135678392,0.7587209302325582,0.9081145584725537,198,8e-05
4989,1789300968.7147377,dots_0_2,2,2,1,1.0,0.0,0.00127,0.99873,0.00974,0.8328322309079976,0.9,0.92,0.932,4155,4989,0.8335427135678392,0.7587209302325582,0.9081693500298151,134,5.9e-05
4990,1789300968.7153828,dots_0_2,2,2,1,1.0,0.0,0.0503,0.9497,0.19942,0.8328657314629259,0.9,0.92,0.932,4156,4990,0.8335427135678392,0.7587209302325582,0.9082240762812872,198,0.001622
4991,1789300968.820101,dots_0_2,1,1,1,1.0,0.01167,0.95177,0.03655,0.21995,0.8328992185934683,0.9,0.92,0.932,4157,4991,0.8335427135678392,0.7588611272515979,0.9082240762812872,198,0.000898
4992,1789300968.8209827,dots_0_2,2,1,0,-1.0,9e-05,0.38966,0.61025,0.6695,0.8327323717948718,0.9,0.91,0.93,4157,4992,0.8335427135678392,0.7588611272515979,0.9076831447290054,198,0.016892
4993,1789300968.8217118,dots_0_2,1,1,1,1.0,0.00406,0.98819,0.00774,0.07176,0.8327658722211095,0.9,0.91,0.93,4158,4993,0.8335427135678392,0.7590011614401858,0.9076831447290054,198,0.000269
4994,1789300968.8224006,dots_0_2,1,1,1,1.0,0.0042,0.88325,0.11255,0.37847,0.8327993592310773,0.9,0.91,0.93,4159,4994,0.8335427135678392,0.759141033081834,0.9076831447290054,198,0.002784
4995,1789300968.8231444,dots_0_2,0,0,1,1.0,0.96529,0.03349,0.00122,0.15601,0.8328328328328328,0.9,0.91,0.93,4160,4995,0.8336472065285625,0.759141033081834,0.9076831447290054,198,6.2e-05
4996,1789300968.9299552,dots_0_2,1,1,1,1.0,0.01066,0.92196,0.06738,0.30508,0.8328662930344275,0.9,0.92,0.93,4161,4996,0.8336472065285625,0.7592807424593968,0.9076831447290054,198,0.001463
4997,1789300968.9308374,dots_0_2,2,2,1,1.0,0.0,0.00787,0.99213,0.04597,0.8328997398439063,0.9,0.92,0.93,4162,4997,0.8336472065285625,0.7592807424593968,0.9077380952380952,195,0.000241
4998,1789300968.9316945,dots_0_2,2,2,1,1.0,0.0,0.00507,0.99493,0.03189,0.8329331732693077,0.95,0.92,0.93,4163,4998,0.8336472065285625,0.7592807424593968,0.907792980368828,198,0.000147
4999,1789300968.9326108,dots_0_2,1,1,1,1.0,0.00712,0.93723,0.05565,0.25671,0.8329665933186637,0.95,0.92,0.93,4164,4999,0.8336472065285625,0.7594202898550725,0.907792980368828,198,0.001147
5000,1789300968.933236,dots_0_2,2,2,1,1.0,0.0,0.00849,0.99151,0.04893,0.833,0.95,0.92,0.93,4165,5000,0.8336472065285625,0.7594202898550725,0.9078478002378121,198,0.000247
5001,1789300969.0386252,dots_0_2,1,1,1,1.0,0.01441,0.9208,0.06479,0.31438,0.8330333933213357,0.95,0.92,0.93,4166,5001,0.8336472065285625,0.7595596755504056,0.9078478002378121,195,0.0016
5002,1789300969.0393782,dots_0_2,0,0,1,1.0,0.95261,0.0457,0.00169,0.19803,0.8330667732906837,0.95,0.92,0.93,4167,5002,0.8337515683814304,0.7595596755504056,0.9078478002378121,198,0.000107
5003,1789300969.039969,dots_0_2,2,2,1,1.0,0.0,0.04843,0.95157,0.1939,0.8331001399160504,0.95,0.92,0.93,4168,5003,0.8337515683814304,0.7595596755504056,0.9079025549613785,198,0.001401
5004,1789300969.0406811,dots_0_2,1,1,1,1.0,0.00623,0.91266,0.08111,0.31878,0.8331334932054356,0.95,0.92,0.93,4169,5004,0.8337515683814304,0.7596988998262884,0.9079025549613785,198,0.001739
5005,1789300969.0416775,dots_0_2,2,2,1,1.0,0.0,0.00245,0.99755,0.01721,0.8331668331668332,0.95,0.92,0.93,4170,5005,0.8337515683814304,0.7596988998262884,0.9079572446555819,198,7.3e-05
5006,1789300969.1467412,dots_0_2,2,2,1,1.0,2e-05,0.1217,0.87828,0.37057,0.8332001598082301,0.95,0.92,0.93,4171,5006,0.8337515683814304,0.7596988998262884,0.9080118694362018,198,0.003375
5007,1789300969.1475916,dots_0_2,1,1,1,1.0,0.00921,0.8334,0.15739,0.48608,0.8332334731376073,0.95,0.93,0.93,4172,5007,0.8337515683814304,0.7598379629629629,0.9080118694362018,195,0.00307
5008,1789300969.1482956,dots_0_2,2,2,1,1.0,6e-05,0.06173,0.93821,0.23233,0.8332667731629393,0.95,0.93,0.93,4173,5008,0.8337515683814304,0.7598379629629629,0.9080664294187426,198,0.001656
5009,1789300969.1489458,dots_0_2,2,2,1,1.0,0.0,0.01511,0.98489,0.07837,0.833300059892194,0.95,0.93,0.93,4174,5009,0.8337515683814304,0.7598379629629629,0.9081209247184351,198,0.000429
5010,1789300969.1495447,dots_0_2,1,1,1,1.0,0.00617,0.77116,0.22267,0.56625,0.8333333333333334,0.95,0.93,0.93,4175,5010,0.8337515683814304,0.7599768652400232,0.9081209247184351,198,0.004517
5011,1789300969.2552373,dots_0_2,2,2,1,1.0,1e-05,0.13833,0.86166,0.40203,0.8333665934943125,0.95,0.93,0.93,4176,5011,0.8337515683814304,0.7599768652400232,0.908175355450237,198,0.003946
5012,1789300969.256024,dots_0_2,0,0,1,1.0,0.95655,0.04191,0.00154,0.18543,0.8333998403830806,1.0,0.93,0.93,4177,5012,0.8338557993730408,0.7599768652400232,0.908175355450237,195,9.2e-05
5013,1789300969.2565758,dots_0_2,0,0,1,1.0,0.96035,0.03836,0.00129,0.17249,0.8334330740075803,1.0,0.94,0.93,4178,5013,0.8339598997493735,0.7599768652400232,0.908175355450237,198,7.9e-05
5014,1789300969.2571585,dots_0_2,1,1,1,1.0,0.00958,0.90985,0.08057,0.33343,0.8334662943757479,1.0,0.94,0.93,4179,5014,0.8339598997493735,0.7601156069364162,0.908175355450237,198,0.001781
5015,1789300969.257723,dots_0_2,2,2,1,1.0,0.0,0.00498,0.99501,0.03141,0.8334995014955134,1.0,0.95,0.93,4180,5015,0.8339598997493735,0.7601156069364162,0.9082297217288336,198,0.000144
5016,1789300969.3641112,dots_0_2,1,1,1,1.0,0.01172,0.96802,0.02027,0.16259,0.8335326953748007,1.0,0.95,0.93,4181,5016,0.8339598997493735,0.7602541883304448,0.9082297217288336,198,0.000559
5017,1789300969.3649483,dots_0_2,2,2,1,1.0,0.0,0.00057,0.99943,0.00479,0.8335658760215268,1.0,0.95,0.93,4182,5017,0.8339598997493735,0.7602541883304448,0.908284023668639,130,2.7e-05
5018,1789300969.3656461,dots_0_2,2,1,0,-1.0,9e-05,0.39337,0.60654,0.6711,0.8333997608609007,0.95,0.94,0.928,4182,5018,0.8339598997493735,0.7602541883304448,0.9077468953282082,198,0.018183
5019,1789300969.3662891,dots_0_2,1,2,0,-1.0,0.04325,0.73162,0.22513,0.70015,0.8332337118947998,0.9,0.93,0.926,4182,5019,0.8339598997493735,0.7598152424942263,0.9077468953282082,192,0.012489
5020,1789300969.3668394,dots_0_2,0,0,1,1.0,0.97263,0.0264,0.00097,0.12965,0.8332669322709163,0.9,0.93,0.926,4183,5020,0.8340638697557922,0.7598152424942263,0.9077468953282082,198,4.1e-05
5021,1789300969.4729187,dots_0_2,0,0,1,1.0,0.96492,0.03397,0.00111,0.15692,0.8333001394144592,0.9,0.93,0.926,4184,5021,0.8341677096370463,0.7598152424942263,0.9077468953282082,198,6.1e-05
5022,1789300969.4736414,dots_0_2,0,0,1,1.0,0.95723,0.04123,0.00154,0.1833,0.8333333333333334,0.9,0.93,0.928,4185,5022,0.8342714196372732,0.7598152424942263,0.9077468953282082,198,9e-05
5023,1789300969.4742675,dots_0_2,1,2,0,-1.0,0.01504,0.89047,0.0945,0.38935,0.833167429822815,0.85,0.92,0.928,4185,5023,0.8342714196372732,0.7593768032313907,0.9077468953282082,198,0.016947
5024,1789300969.4748852,dots_0_2,1,1,1,1.0,0.00887,0.95682,0.03431,0.19984,0.8332006369426752,0.85,0.92,0.928,4186,5024,0.8342714196372732,0.759515570934256,0.9077468953282082,198,0.000864
5025,1789300969.475466,dots_0_2,2,2,1,1.0,0.0,0.02071,0.97929,0.10084,0.8332338308457712,0.85,0.92,0.928,4187,5025,0.8342714196372732,0.759515570934256,0.9078014184397163,198,0.000632
5026,1789300969.5822036,dots_0_2,1,1,1,1.0,0.02642,0.9636,0.00998,0.17769,0.833267011539992,0.85,0.92,0.928,4188,5026,0.8342714196372732,0.7596541786743516,0.9078014184397163,198,0.000616
5027,1789300969.5830245,dots_0_2,2,2,1,1.0,0.0,0.00101,0.99899,0.00797,0.8333001790332206,0.85,0.92,0.928,4189,5027,0.8342714196372732,0.7596541786743516,0.9078558771411696,132,4.9e-05
5028,1789300969.5836568,dots_0_2,1,1,1,1.0,0.02133,0.94394,0.03473,0.25321,0.8333333333333334,0.85,0.93,0.928,4190,5028,0.8342714196372732,0.7597926267281107,0.9078558771411696,198,0.00101
5029,1789300969.5842435,dots_0_2,2,2,1,1.0,0.0,0.02049,0.97951,0.09996,0.8333664744482004,0.85,0.93,0.928,4191,5029,0.8342714196372732,0.7597926267281107,0.9079102715466352,198,0.000623
5030,1789300969.5848134,dots_0_2,1,1,1,1.0,0.00888,0.94774,0.04338,0.22892,0.8333996023856859,0.85,0.93,0.928,4192,5030,0.8342714196372732,0.7599309153713298,0.9079102715466352,198,0.001097
5031,1789300969.691246,dots_0_2,2,2,1,1.0,2e-05,0.07401,0.92597,0.26413,0.8334327171536474,0.85,0.93,0.928,4193,5031,0.8342714196372732,0.7599309153713298,0.9079646017699115,198,0.00201
5032,1789300969.6922197,dots_0_2,1,1,1,1.0,0.01078,0.92854,0.06068,0.2877,0.8334658187599364,0.85,0.93,0.928,4194,5032,0.8342714196372732,0.7600690448791715,0.9079646017699115,198,0.001307
5033,1789300969.692949,dots_0_2,2,2,1,1.0,0.0,0.02917,0.97082,0.13189,0.8334989072123982,0.85,0.93,0.93,4195,5033,0.8342714196372732,0.7600690448791715,0.9080188679245284,198,0.000891
5034,1789300969.6936278,dots_0_2,1,0,0,-1.0,0.03205,0.91739,0.05056,0.34027,0.8333333333333334,0.8,0.92,0.928,4195,5034,0.8342714196372732,0.7596319723979299,0.9080188679245284,195,0.015309
5035,1789300969.6942754,dots_0_2,2,2,1,1.0,0.0,0.02818,0.97182,0.1284,0.8333664349553128,0.8,0.92,0.928,4196,5035,0.8342714196372732,0.7596319723979299,0.9080730701237478,195,0.000849
5036,1789300969.7992206,dots_0_2,0,0,1,1.0,0.96959,0.02936,0.00105,0.14072,0.8333995234312946,0.8,0.92,0.928,4197,5036,0.834375,0.7596319723979299,0.9080730701237478,198,4.5e-05
5037,1789300969.8001242,dots_0_2,1,1,1,1.0,0.01541,0.93409,0.0505,0.27878,0.8334325987691086,0.8,0.92,0.928,4198,5037,0.834375,0.7597701149425288,0.9080730701237478,195,0.001125
5038,1789300969.8008106,dots_0_2,2,2,1,1.0,0.0,0.06176,0.93823,0.23184,0.833465660976578,0.85,0.93,0.928,4199,5038,0.834375,0.7597701149425288,0.9081272084805654,198,0.001723
5039,1789300969.801461,dots_0_2,2,2,1,1.0,0.0,0.02382,0.97617,0.11261,0.8334987100615201,0.9,0.93,0.928,4200,5039,0.834375,0.7597701149425288,0.9081812831077104,195,0.000665
5040,1789300969.8020723,dots_0_2,2,2,1,1.0,3e-05,0.4353,0.56467,0.68505,0.8335317460317461,0.9,0.93,0.928,4201,5040,0.834375,0.7597701149425288,0.908235294117647,198,0.012224
5041,1789300969.909271,dots_0_2,2,2,1,1.0,0.0,0.00096,0.99904,0.00763,0.8335647688950605,0.9,0.93,0.928,4202,5041,0.834375,0.7597701149425288,0.908289241622575,132,4.9e-05
5042,1789300969.9101527,dots_0_2,2,2,1,1.0,0.0,0.00702,0.99298,0.0418,0.8335977786592622,0.9,0.93,0.928,4203,5042,0.834375,0.7597701149425288,0.9083431257344301,195,0.000216
5043,1789300969.9108114,dots_0_2,0,0,1,1.0,0.95655,0.04199,0.00146,0.18512,0.8336307753321436,0.95,0.93,0.928,4204,5043,0.8344784509681449,0.7597701149425288,0.9083431257344301,198,9e-05
5044,1789300969.9113863,dots_0_2,0,0,1,1.0,0.95822,0.04036,0.00142,0.17977,0.8336637589214909,0.95,0.93,0.928,4205,5044,0.83458177278402,0.7597701149425288,0.9083431257344301,198,8.4e-05
5045,1789300969.911967,dots_0_2,0,0,1,1.0,0.95913,0.03946,0.00141,0.17682,0.8336967294350842,0.95,0.93,0.928,4206,5045,0.8346849656893325,0.7597701149425288,0.9083431257344301,198,7.9e-05
5046,1789300970.0168898,dots_0_2,1,1,1,1.0,0.03982,0.92424,0.03594,0.32071,0.8337296868806976,0.95,0.93,0.928,4207,5046,0.8346849656893325,0.7599080987937966,0.9083431257344301,198,0.001189
